Name,Unknotting,Genus,Bridge,Nakanishi,Tunnel,Symmetry type,Symmetry group,Montesinos?,Montesinos fractions,Kohno,Min num gen (Heegaard realizable)
8_15,2,2,3,1,1,reversible,D2,Y,"['1/2', '2/3', '2/3']",0.9512124145057637,2
8_16,2,3,3,1,2,reversible,D1,N,['n/a'],0.7606360077334101,
8_17,1,3,3,1,2,negative amphicheiral,D1,N,['n/a'],0.6737620787507366,
8_18,2,3,3,2,2,fully amphicheiral,D8,N,['n/a'],2.0557280900008426,
8_19,3,3,3,1,1,reversible,Z2,Y,"['1/2', '-2/3', '1/3']",1.0,2
8_20,1,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-2/3']",0.8208301156455805,2
8_21,1,2,3,1,1,reversible,D2,Y,"['1/2', '2/3', '-1/3']",0.741046747008975,2
9_1,4,4,2,1,1,reversible,Z2,N,['n/a'],1.0,2
9_2,1,1,2,1,1,reversible,D2,N,['n/a'],1.2360679774997898,2
9_3,3,3,2,1,1,reversible,D2,N,['n/a'],0.5895117958968009,2
9_4,2,2,2,1,1,reversible,D2,N,['n/a'],1.1845894848015144,2
9_5,2,1,2,1,1,reversible,D2,N,['n/a'],0.1458980337503153,2
9_6,3,3,2,1,1,reversible,D2,N,['n/a'],1.4603911860367724,2
9_7,2,2,2,1,1,reversible,D2,N,['n/a'],0.31352920518710437,2
9_8,2,2,2,1,1,reversible,D2,N,['n/a'],0.3135292051871072,2
9_9,3,3,2,1,1,reversible,D2,N,['n/a'],1.0742572562036108,2
9_10,3,2,2,1,1,reversible,D4,N,['n/a'],1.3724135022862738,2
9_11,2,3,2,1,1,reversible,D2,N,['n/a'],1.5924806635423105,2
9_12,1,2,2,1,1,reversible,D2,N,['n/a'],1.0146018209169385,2
9_13,3,2,2,1,1,reversible,D2,N,['n/a'],1.1095237621426246,2
9_14,1,2,2,1,1,reversible,D2,N,['n/a'],0.41870620816785914,2
9_15,2,2,2,1,1,reversible,D2,N,['n/a'],1.4001903968784795,2
9_16,3,3,3,1,1,reversible,D2,Y,"['1/2', '1/3', '4/3']",0.7606360077334114,2
9_17,2,3,2,1,1,reversible,D4,N,['n/a'],1.6164804329187714,2
9_18,2,2,2,1,1,reversible,D2,N,['n/a'],1.1437033291077716,2
9_19,1,2,2,1,1,reversible,D2,N,['n/a'],0.5023238148956727,2
9_20,2,3,2,1,1,reversible,D2,N,['n/a'],1.4001903968785,2
9_21,1,2,2,1,1,reversible,D2,N,['n/a'],0.9908679951249486,2
9_22,1,3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '3/5']",0.6737620787507362,2
9_23,2,2,2,1,1,reversible,D4,N,['n/a'],1.6016902068640473,2
9_24,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '4/3']",0.9258550568338548,2
9_25,2,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '2/5']",0.45247292047844223,2
9_26,1,3,2,1,1,reversible,D2,N,['n/a'],1.1768906624088942,2
9_27,1,3,2,1,1,reversible,D2,N,['n/a'],1.454153293163002,2
9_28,1,3,3,1,1,reversible,D2,Y,"['1/2', '2/3', '5/3']",1.0657617164585813,2
9_29,2,3,3,1,2,reversible,D1,N,['n/a'],1.5219027313754474,
9_30,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '3/5']",1.0056024257980511,2
9_31,2,3,2,1,1,reversible,D4,N,['n/a'],1.4376941012510087,2
9_32,2,3,3,1,2,chiral,1,N,['n/a'],0.330963444017885,
9_33,1,3,3,1,2,chiral,1,N,['n/a'],0.71609290513069,
9_34,1,3,3,1,2,reversible,D1,N,['n/a'],1.8182788362312916,
9_35,3,1,3,2,2,reversible,D6,Y,"['1/3', '1/3', '1/3']",2.2853691955575473,
9_36,2,3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '2/5']",0.8385576508259629,2
9_37,2,2,3,2,2,reversible,D2,Y,"['2/3', '2/3', '1/3']",2.308537099824129,
9_38,3,2,3,2,2,reversible,D1,N,['n/a'],1.464233128646127,
9_39,1,2,3,1,2,reversible,D1,N,['n/a'],0.9416073710805146,
9_40,2,3,3,2,2,reversible,D6,N,['n/a'],1.7702905573785228,
9_41,2,2,3,2,2,reversible,D3,N,['n/a'],0.45247292047845633,
9_42,1,2,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '2/5']",0.3819660112501051,2
9_43,2,3,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '3/5']",1.0961870842840296,2
9_44,1,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-3/5']",0.7410467470090052,2
9_45,1,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-2/5']",0.9759111274880232,2
9_46,2,1,3,2,2,reversible,D2,Y,"['2/3', '-2/3', '1/3']",2.268457192399785,
9_47,2,3,3,2,2,reversible,D3,N,['n/a'],2.1085124424595474,
9_48,2,2,3,2,2,reversible,D6,Y,"['2/3', '2/3', '-1/3']",2.2301768461283844,
9_49,3,2,3,2,2,reversible,D3,N,['n/a'],0.5476556274306075,
10_1,1,1,2,1,1,reversible,D2,N,['n/a'],1.543361918426792,2
10_2,3,4,2,1,1,reversible,D2,N,['n/a'],0.8208301156455875,2
10_3,2,1,2,1,1,reversible,D2,N,['n/a'],1.5024494047228345,2
10_4,2,2,2,1,1,reversible,D2,N,['n/a'],1.31510082075543,2
10_5,2,4,2,1,1,reversible,D2,N,['n/a'],1.0377930074215538,2
10_6,3,3,2,1,1,reversible,D2,N,['n/a'],1.592480663542328,2
10_7,1,2,2,1,1,reversible,D2,N,['n/a'],0.4187062081678476,2
10_8,2,3,2,1,1,reversible,D2,N,['n/a'],1.184589484801515,2
10_9,1,4,2,1,1,reversible,D2,N,['n/a'],1.0742572562036057,2
10_10,1,2,2,1,1,reversible,D2,N,['n/a'],1.0146018209169434,2
10_11,[2; 3],2,2,1,1,reversible,D2,N,['n/a'],1.512207349790266,2
10_12,2,3,2,1,1,reversible,D2,N,['n/a'],1.2783955672097198,2
10_13,2,2,2,1,1,reversible,D2,N,['n/a'],1.1768906624088973,2
10_14,2,3,2,1,1,reversible,D2,N,['n/a'],1.3372822734066208,2
10_15,2,3,2,1,1,reversible,D2,N,['n/a'],1.37241350228627,2
10_16,2,2,2,1,1,reversible,D2,N,['n/a'],0.7606360077334069,2
10_17,1,4,2,1,1,fully amphicheiral,D4,N,['n/a'],0.7082039324993694,2
10_18,1,2,2,1,1,reversible,D2,N,['n/a'],0.7286766532664292,2
10_19,2,3,2,1,1,reversible,D2,N,['n/a'],1.1437033291077545,2
10_20,2,2,2,1,1,reversible,D2,N,['n/a'],0.9759111274880341,2
10_21,2,3,2,1,1,reversible,D2,N,['n/a'],1.3262379212474844,2
10_22,2,3,2,1,1,reversible,D2,N,['n/a'],1.143703329107768,2
10_23,1,3,2,1,1,reversible,D2,N,['n/a'],0.8997833711620727,2
10_24,2,2,2,1,1,reversible,D2,N,['n/a'],1.1227020235873417,2
10_25,2,3,2,1,1,reversible,D2,N,['n/a'],0.8729333558610092,2
10_26,1,3,2,1,1,reversible,D2,N,['n/a'],0.3964016555480312,2
10_27,1,3,2,1,1,reversible,D2,N,['n/a'],0.8452308397884025,2
10_28,2,2,2,1,1,reversible,D2,N,['n/a'],0.990867995125007,2
10_29,2,3,2,1,1,reversible,D2,N,['n/a'],1.6108470981978886,2
10_30,1,2,2,1,1,reversible,D2,N,['n/a'],0.48388903560039476,2
10_31,1,2,2,1,1,reversible,D2,N,['n/a'],1.3372822734066228,2
10_32,1,3,2,1,1,reversible,D2,N,['n/a'],1.4210442841539779,2
10_33,1,2,2,1,1,fully amphicheiral,D4,N,['n/a'],0.18033988749894903,2
10_34,2,2,2,1,1,reversible,D2,N,['n/a'],0.6515661775710243,2
10_35,2,2,2,1,1,reversible,D2,N,['n/a'],1.143703329107767,2
10_36,2,2,2,1,1,reversible,D2,N,['n/a'],1.1437033291077772,2
10_37,2,2,2,1,1,fully amphicheiral,D4,N,['n/a'],1.5623058987490541,2
10_38,2,2,2,1,1,reversible,D2,N,['n/a'],1.2091674646297303,2
10_39,2,3,2,1,1,reversible,D2,N,['n/a'],1.3657738484173203,2
10_40,2,3,2,1,1,reversible,D2,N,['n/a'],1.541110519652608,2
10_41,2,3,2,1,1,reversible,D2,N,['n/a'],1.1691411441858395,2
10_42,1,3,2,1,1,reversible,D2,N,['n/a'],1.5255897753127932,2
10_43,2,3,2,1,1,fully amphicheiral,D4,N,['n/a'],1.201626123751156,2
10_44,1,3,2,1,1,reversible,D2,N,['n/a'],0.9319033345984946,2
10_45,2,3,2,1,1,fully amphicheiral,D4,N,['n/a'],0.34752415750147136,2
10_46,3,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '1/5']",0.7410467470115522,2
10_47,[2; 3],4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '1/5']",0.547655627430615,2
10_48,2,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '4/5']",0.6737620787507357,2
10_49,3,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '4/5']",0.7797332821347408,2
10_50,2,3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '3/7']",0.05572809000084078,2
10_51,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '3/7']",0.5578197961952763,2
10_52,2,3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '4/7']",0.2830546701048977,2
10_53,3,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '4/7']",0.2488761339122885,2
10_54,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '2/7']",0.9512124145057625,2
10_55,2,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '2/7']",0.6952497348223168,2
10_56,2,3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '5/7']",0.8729333558610092,2
10_57,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '5/7']",0.9723467238021607,2
10_58,2,2,3,1,1,reversible,D2,Y,"['1/2', '2/5', '2/5']",0.48388903560039187,2
10_59,1,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '2/5']",1.3591017580678266,2
10_60,1,3,3,1,1,reversible,D2,Y,"['1/2', '3/5', '3/5']",0.2091858355483548,2
10_61,[2; 3],3,3,2,2,reversible,D2,Y,"['1/3', '1/3', '1/4']",1.9598332451392766,
10_62,2,4,3,1,2,reversible,D1,Y,"['2/3', '1/3', '1/4']",1.862017979574558,
10_63,2,2,3,2,2,reversible,D2,Y,"['2/3', '2/3', '1/4']",1.869900481647865,
10_64,2,4,3,1,2,reversible,D2,Y,"['1/3', '1/3', '3/4']",1.8491926576247821,
10_65,2,3,3,2,2,reversible,D1,Y,"['2/3', '1/3', '3/4']",1.9106429451294806,
10_66,3,3,3,1,2,reversible,D2,Y,"['2/3', '2/3', '3/4']",2.0206992765583243,
10_67,2,2,3,1,2,chiral,Z2,Y,"['2/3', '1/3', '2/5']",1.7671141498982514,
10_68,2,2,3,1,2,reversible,D2,Y,"['1/3', '1/3', '3/5']",1.7229810696193166,
10_69,2,3,3,2,2,reversible,D2,Y,"['2/3', '2/3', '3/5']",1.9335995006197686,
10_70,2,3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '7/5']",1.0794743587862692,2
10_71,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '7/5']",1.0344418537486337,2
10_72,2,3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '8/5']",0.5133862617778115,2
10_73,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '8/5']",0.41032975920838516,2
10_74,2,2,3,2,2,reversible,D2,Y,"['2/3', '1/3', '4/3']",2.243328436725901,
10_75,2,3,3,2,2,reversible,D6,Y,"['2/3', '2/3', '5/3']",2.3275725780925405,
10_76,[2; 3],3,3,1,1,reversible,D2,Y,"['1/2', '1/3', '7/3']",0.8997833711620916,2
10_77,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '7/3']",0.748589687361211,2
10_78,2,3,3,1,1,reversible,D2,Y,"['1/2', '2/3', '8/3']",0.7983738762488439,2
10_79,[2; 3],4,3,1,2,negative amphicheiral,D1,N,['n/a'],0.18033988749894903,
10_80,3,3,3,1,2,chiral,1,N,['n/a'],0.24887613391229177,
10_81,2,3,3,1,2,negative amphicheiral,D1,N,['n/a'],0.34752415750147136,
10_82,1,4,3,1,2,chiral,1,N,['n/a'],0.6952497348223216,
10_83,2,3,3,1,2,chiral,1,N,['n/a'],0.20918583554836354,
10_84,1,3,3,1,2,chiral,1,N,['n/a'],0.8053800873174888,
10_85,2,4,3,1,2,chiral,1,N,['n/a'],0.5738846062270819,
10_86,2,3,3,1,2,chiral,1,N,['n/a'],0.4103297592085762,
10_87,2,3,3,1,2,chiral,1,N,['n/a'],0.6462152166951692,
10_88,1,3,3,1,2,negative amphicheiral,D1,N,['n/a'],0.5065778087482116,
10_89,2,3,3,1,2,reversible,D1,N,['n/a'],1.2496290494836904,
10_90,2,3,3,1,2,chiral,1,N,['n/a'],1.3124579198151174,
10_91,1,4,3,1,2,chiral,1,N,['n/a'],1.201626123751156,
10_92,2,3,3,1,2,chiral,1,N,['n/a'],1.1739366481199387,
10_93,2,3,3,1,2,chiral,1,N,['n/a'],1.1893227006465636,
10_94,2,4,3,1,2,chiral,1,N,['n/a'],1.1691411441858395,
10_95,1,3,3,1,2,chiral,1,N,['n/a'],1.0624987806124235,
10_96,2,3,3,1,2,reversible,D1,N,['n/a'],1.54475171874154,
10_97,2,2,3,1,2,reversible,D1,N,['n/a'],1.3523967511593955,
10_98,2,3,3,2,2,chiral,Z2,N,['n/a'],2.4793314169442153,
10_99,2,4,3,2,2,fully amphicheiral,D2,N,['n/a'],2.583592135001261,
10_100,[2; 3],4,3,1,2,reversible,D1,N,['n/a'],1.0056024257980924,
10_101,3,2,3,2,2,reversible,D1,N,['n/a'],0.6082734870461749,
10_102,1,3,3,1,2,chiral,1,N,['n/a'],0.9571004630031368,
10_103,3,3,3,2,2,reversible,D1,N,['n/a'],1.541110519652608,
10_104,1,4,3,1,2,reversible,D1,N,['n/a'],1.0344418537486337,
10_105,2,3,3,1,2,reversible,D1,N,['n/a'],0.7752674466288855,
10_106,2,4,3,1,2,chiral,1,N,['n/a'],1.3591017580680151,
10_107,1,3,3,1,2,chiral,1,N,['n/a'],1.3167315709956013,
10_108,2,3,3,1,2,reversible,D1,N,['n/a'],1.28984963513947,
10_109,2,4,3,1,2,negative amphicheiral,D1,N,['n/a'],0.34752415750147136,
10_110,2,3,3,1,2,chiral,1,N,['n/a'],0.6082734870462133,
10_111,2,3,3,1,2,reversible,D1,N,['n/a'],0.5835921350012612,
10_112,2,4,3,1,2,reversible,D1,N,['n/a'],0.6082734870461804,
10_113,1,3,3,1,2,reversible,D1,N,['n/a'],1.1376152908957897,
10_114,1,3,3,1,2,reversible,D1,N,['n/a'],1.2062924935736399,
10_115,2,3,3,1,2,negative amphicheiral,D1,N,['n/a'],0.8753882025018918,
10_116,2,4,3,1,2,reversible,D1,N,['n/a'],1.646965632247621,
10_117,2,3,3,1,2,chiral,1,N,['n/a'],1.428929436700271,
10_118,1,4,3,1,2,negative amphicheiral,D1,N,['n/a'],1.7294901687515747,
10_119,1,3,3,1,2,chiral,1,N,['n/a'],1.6178074209602296,
10_120,3,2,3,1,2,reversible,D2,N,['n/a'],1.8163682305140139,
10_121,2,3,3,1,2,reversible,D1,N,['n/a'],1.5823796297307535,
10_122,2,3,3,2,2,reversible,D2,N,['n/a'],0.36333081182034704,
10_123,2,4,3,2,2,fully amphicheiral,D10,N,['n/a'],2.257354213751995,
10_124,4,4,3,1,1,reversible,Z2,Y,"['1/2', '-2/3', '1/5']",0.3819660112501051,2
10_125,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-4/5']",0.3819660112501053,2
10_126,2,3,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '4/5']",0.7410467470090037,2
10_127,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-1/5']",0.5476556274306075,2
10_128,3,3,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '3/7']",0.8208301156455787,2
10_129,1,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-4/7']",0.9759111274880217,2
10_130,2,2,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '4/7']",0.5895117958968009,2
10_131,1,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-3/7']",0.9098300562505357,2
10_132,1,2,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '2/7']",0.3819660112501051,2
10_133,1,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-5/7']",0.1458980337503153,2
10_134,3,3,3,1,1,reversible,D1,Y,"['1/2', '-2/3', '5/7']",0.8664735454725581,2
10_135,2,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '-2/7']",0.502323814895687,2
10_136,1,2,3,1,1,reversible,D2,Y,"['1/2', '-3/5', '2/5']",1.3151008207554193,2
10_137,1,2,3,1,1,reversible,D1,Y,"['1/2', '3/5', '-3/5']",0.651566177571032,2
10_138,2,3,3,1,1,reversible,D2,Y,"['1/2', '3/5', '-2/5']",1.1095237621426335,2
10_139,4,4,3,1,1,reversible,D2,Y,"['2/3', '-1/3', '-1/4']",1.8541019662496847,2
10_140,2,2,3,2,2,reversible,D1,Y,"['2/3', '-2/3', '1/4']",1.9400855709221205,
10_141,1,3,3,1,2,reversible,D2,Y,"['2/3', '2/3', '-3/4']",2.041368234788256,
10_142,3,3,3,2,2,reversible,D2,Y,"['2/3', '-1/3', '-3/4']",1.9913709213130955,
10_143,1,3,3,1,2,reversible,D1,Y,"['2/3', '-2/3', '3/4']",2.0601452852300093,
10_144,2,2,3,2,2,reversible,D2,Y,"['2/3', '2/3', '-1/4']",2.017917076470786,
10_145,2,2,3,1,1,reversible,D2,Y,"['2/3', '-1/3', '-2/5']",1.7058223988007164,2
10_146,1,2,3,1,2,reversible,D2,Y,"['2/3', '2/3', '-3/5']",1.8620179795745633,
10_147,1,2,3,1,2,chiral,Z2,Y,"['2/3', '-2/3', '3/5']",1.9277796946889845,
10_148,2,3,3,1,2,chiral,1,N,['n/a'],0.41870620816786075,
10_149,2,3,3,1,2,chiral,1,N,['n/a'],0.5738846062270772,
10_150,2,3,3,1,2,chiral,1,N,['n/a'],0.5476556274306019,
10_151,2,3,3,1,2,chiral,1,N,['n/a'],0.7286766532664305,
10_152,4,4,3,1,2,reversible,D1,N,['n/a'],0.4721359549995796,
10_153,2,3,3,1,2,chiral,1,N,['n/a'],0.5895117958968017,
10_154,3,3,3,1,2,reversible,D1,N,['n/a'],0.7410467470090051,
10_155,2,3,3,2,2,reversible,D2,N,['n/a'],0.651566177571032,
10_156,1,3,3,1,2,reversible,D1,N,['n/a'],0.7606360077334137,
10_157,2,3,3,2,2,reversible,D4,N,['n/a'],1.005602425798006,
10_158,2,3,3,1,2,reversible,D1,N,['n/a'],1.3372822734066134,
10_159,1,3,3,1,2,reversible,D1,N,['n/a'],1.2286917549830543,
10_160,2,3,3,2,2,reversible,D1,N,['n/a'],1.2668379419852653,
10_161,3,3,3,1,1,reversible,D1,N,['n/a'],0.8208301156455796,2
10_162,2,2,3,1,2,reversible,D1,N,['n/a'],0.8208301156455796,
10_163,2,3,3,1,2,reversible,D1,N,['n/a'],0.22517346926358564,
10_164,1,2,3,1,2,reversible,D1,N,['n/a'],1.6108470981977763,
10_165,2,2,3,1,2,reversible,D1,N,['n/a'],1.8699004816478924,
11a_1,2,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '5/7']",0.9183239250572479,2
11a_2,2,3,3,1,2,chiral,1,N,['n/a'],0.6717907580496998,
11a_3,2,4,3,1,2,chiral,1,N,['n/a'],0.8123258729221712,
11a_4,2,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '2/7']",1.369881178712634,2
11a_5,2,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '7/5']",0.9838346552295688,2
11a_6,2,3,3,1,1,reversible,D2,Y,"['1/2', '3/5', '8/5']",1.1295963588126878,2
11a_7,2,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '4/5']",1.0710202029091613,2
11a_8,1,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '4/7']",1.1987330661221745,2
11a_9,2,4,3,1,1,reversible,D1,Y,"['1/2', '3/5', '1/5']",1.3549617522323705,2
11a_10,1,3,3,1,1,reversible,D1,Y,"['1/2', '3/5', '3/7']",0.9379126098985429,2
11a_11,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '13/5']",0.7940128895745145,2
11a_12,1,3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '13/5']",1.0624987806124253,2
11a_13,2,2,2,1,1,reversible,D2,N,['n/a'],1.400190396878511,2
11a_14,[2; 3],4,3,1,2,reversible,D1,N,['n/a'],0.3092701834058431,
11a_15,2,4,3,1,2,chiral,1,N,['n/a'],0.38754341054255875,
11a_16,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '7/9']",1.0624987806124468,2
11a_17,2,3,3,1,2,chiral,1,N,['n/a'],0.8010572436358033,
11a_18,[2; 3],3,3,1,2,chiral,1,N,['n/a'],0.4368557986727487,
11a_19,2,4,3,1,2,chiral,1,N,['n/a'],0.40708475177879516,
11a_20,[2; 3],3,3,1,2,chiral,1,N,['n/a'],0.6769395837645669,
11a_21,2,2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '2/9']",1.0056024257980443,2
11a_22,2,4,3,1,2,chiral,1,N,['n/a'],0.3475241575014571,
11a_23,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '9/7']",0.962952509240057,2
11a_24,2,4,3,1,2,chiral,1,N,['n/a'],0.3436866652719174,
11a_25,2,4,3,1,2,chiral,1,N,['n/a'],0.40708475177879516,
11a_26,2,4,3,1,2,chiral,1,N,['n/a'],0.3436866652719174,
11a_27,2,3,3,1,2,chiral,1,N,['n/a'],0.7780305103957968,
11a_28,2,4,3,1,2,chiral,1,N,['n/a'],1.338886007123949,
11a_29,2,3,3,1,2,chiral,1,N,['n/a'],1.487967944483699,
11a_30,2,3,3,1,2,chiral,1,N,['n/a'],1.1133852439155048,
11a_31,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '8/11']",0.1918706239316858,2
11a_32,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '8/13']",0.6117912195742188,2
11a_33,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '3/11']",0.646215216695325,2
11a_34,1,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '7/11']",0.5776118095825153,2
11a_35,1,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '5/13']",0.6408195758731656,2
11a_36,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '12/7']",0.640819575873118,2
11a_37,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '5/9']",0.7363463205492888,2
11a_38,2,3,3,1,2,chiral,1,N,['n/a'],1.1246117974981484,
11a_39,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '4/11']",0.8793457127578537,2
11a_40,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '9/5']",0.5133862617778947,2
11a_41,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '11/7']",0.6174405832258314,2
11a_42,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '12/5']",0.9379126098985429,2
11a_43,3,3,4,2,2,reversible,D2,Y,"['1/2', '2/3', '2/3', '2/3']",1.3714467926595844,
11a_44,2,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '2/3', '1/3']",1.3388860071239754,
11a_45,[2; 3],2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '4/9']",1.0930149798996212,2
11a_46,2,3,3,1,1,reversible,D2,Y,"['1/2', '2/3', '11/3']",0.8452308397885878,2
11a_47,2,4,4,2,2,reversible,D2,Y,"['1/2', '2/3', '1/3', '2/3']",1.3388860071239754,
11a_48,2,3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '2/5', '5/7']",1.198733066105318,2
11a_49,[2; 3],3,3,1,2,chiral,1,N,['n/a'],0.868946641807537,
11a_50,2,2,3,1,1,reversible,D1,Y,"['1/2', '2/5', '2/7']",0.7160929051306778,2
11a_51,2,3,3,1,1,reversible,D2,Y,"['1/2', '2/5', '7/5']",0.8123258729221712,2
11a_52,2,3,3,1,2,chiral,1,N,['n/a'],1.1631862533986617,
11a_53,[2; 3],4,3,1,2,chiral,1,N,['n/a'],1.2640941396033278,
11a_54,2,3,3,1,2,chiral,1,N,['n/a'],1.142543123409087,
11a_55,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '6/5']",0.7797332821348563,2
11a_56,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '10/7']",0.32030052108923396,2
11a_57,2,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '1/3', '1/3']",1.3805764371449414,
11a_58,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '10/3']",1.0201240580335935,2
11a_59,2,2,2,1,1,reversible,D2,N,['n/a'],1.037793007421532,2
11a_60,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '4/5']",1.282782703746936,2
