Name,Montesinos fraction
"[K14n5630(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (2, 3), (-2, 3)]"
"[K14n5631(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-2, 3), (-1, 3)]"
"[K14n5632(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (2, 3), (-2, 3)]"
"[K14n5633(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-2, 3), (-1, 3)]"
"[K14n5634(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-2, 3), (-2, 3)]"
"[K14n5635(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-1, 3), (-2, 3)]"
"[K14n5636(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (2, 3), (-1, 3)]"
"[K14n5637(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-2, 3), (2, 3)]"
"[K14n5638(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-2, 3), (2, 3)]"
"[K14n5642(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (2, 3), (1, 3)]"
"[K14n5643(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-1, 3), (-1, 3)]"
"[K14n5644(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-1, 3), (-1, 3)]"
"[K14n5645(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (-2, 3), (1, 3)]"
"[K14n5646(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (2, 3), (1, 3)]"
"[K14n5647(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (-2, 3), (1, 3)]"
"[K14n5648(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (4, 9)]"
"[K14n5649(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-4, 9)]"
"[K14n5650(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (4, 9)]"
"[K14n5654(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (1, 3), (2, 3)]"
"[K14n5659(0,0)]","[(0, 1), (1, 2), (2, 3), (-5, 9), (1, 3)]"
"[K14n5660(0,0)]","[(0, 1), (1, 2), (2, 3), (-4, 9), (-1, 3)]"
"[K14n5664(0,0)]","[(0, 1), (1, 2), (-2, 3), (4, 9), (1, 3)]"
"[K14n5672(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (7, 9)]"
"[K14n5673(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (8, 11)]"
"[K14n5674(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (4, 11)]"
"[K14n5675(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (8, 13)]"
"[K14n5676(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (4, 9)]"
"[K14n5820(0,0)]","[(0, 1), (2, 3), (-3, 5), (7, 16)]"
"[K14n5823(0,0)]","[(0, 1), (3, 5), (-2, 5), (-5, 12)]"
"[K14n5825(0,0)]","[(0, 1), (2, 3), (-3, 5), (9, 16)]"
"[K14n5829(0,0)]","[(0, 1), (3, 5), (-2, 5), (-7, 12)]"
"[K14n5831(0,0)]","[(0, 1), (3, 5), (-3, 8), (-2, 7)]"
"[K14n5832(0,0)]","[(0, 1), (3, 5), (-5, 8), (-2, 7)]"
"[K14n5834(0,0)]","[(0, 1), (3, 5), (-1, 4), (-2, 9)]"
"[K14n5836(0,0)]","[(0, 1), (3, 5), (-3, 4), (-2, 9)]"
"[K14n6004(0,0)]","[(0, 1), (1, 2), (-2, 3), (8, 9)]"
"[K14n6005(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 9)]"
"[K14n6007(0,0)]","[(0, 1), (1, 2), (-2, 3), (16, 19)]"
"[K14n6008(0,0)]","[(0, 1), (1, 2), (2, 3), (-3, 19)]"
"[K14n6009(0,0)]","[(0, 1), (1, 2), (2, 3), (-16, 19)]"
"[K14n6010(0,0)]","[(0, 1), (1, 2), (-2, 3), (24, 31)]"
"[K14n6011(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 31)]"
"[K14n6012(0,0)]","[(0, 1), (1, 2), (2, 3), (-24, 31)]"
"[K14n6016(0,0)]","[(0, 1), (1, 2), (-2, 3), (16, 27)]"
"[K14n6017(0,0)]","[(0, 1), (1, 2), (2, 3), (-11, 27)]"
"[K14n6018(0,0)]","[(0, 1), (1, 2), (2, 3), (-16, 27)]"
"[K14n6019(0,0)]","[(0, 1), (1, 2), (-2, 3), (24, 41)]"
"[K14n6020(0,0)]","[(0, 1), (1, 2), (2, 3), (-17, 41)]"
"[K14n6021(0,0)]","[(0, 1), (1, 2), (2, 3), (-24, 41)]"
"[K14n6024(0,0)]","[(0, 1), (1, 2), (-2, 3), (7, 31)]"
"[K14n6026(0,0)]","[(0, 1), (1, 2), (-2, 3), (11, 27)]"
"[K14n6027(0,0)]","[(0, 1), (1, 2), (-2, 3), (17, 41)]"
"[K14n6031(0,0)]","[(0, 1), (1, 2), (-2, 3), (16, 21)]"
"[K14n6032(0,0)]","[(0, 1), (1, 2), (2, 3), (-5, 21)]"
"[K14n6033(0,0)]","[(0, 1), (1, 2), (2, 3), (-16, 21)]"
"[K14n6043(0,0)]","[(0, 1), (1, 2), (-2, 3), (16, 29)]"
"[K14n6044(0,0)]","[(0, 1), (1, 2), (2, 3), (-13, 29)]"
"[K14n6045(0,0)]","[(0, 1), (1, 2), (2, 3), (-16, 29)]"
"[K14n6047(0,0)]","[(0, 1), (1, 2), (-2, 3), (13, 29)]"
"[K14n6057(0,0)]","[(0, 1), (1, 2), (-2, 3), (8, 15)]"
"[K14n6058(0,0)]","[(0, 1), (1, 2), (2, 3), (-7, 15)]"
"[K14n6059(0,0)]","[(0, 1), (1, 2), (2, 3), (-8, 15)]"
"[K14n6102(0,0)]","[(0, 1), (1, 2), (-2, 3), (3, 11), (1, 3)]"
"[K14n6103(0,0)]","[(0, 1), (1, 2), (-2, 3), (7, 11), (1, 3)]"
"[K14n6117(0,0)]","[(0, 1), (1, 2), (-2, 3), (5, 13), (1, 3)]"
"[K14n6138(0,0)]","[(0, 1), (1, 2), (-2, 3), (5, 9), (1, 3)]"
"[K14n6233(0,0)]","[(0, 1), (1, 2), (-2, 3), (3, 5), (1, 5)]"
"[K14n6234(0,0)]","[(0, 1), (1, 2), (-2, 3), (3, 5), (3, 7)]"
"[K14n628(0,0)]","[(0, 1), (1, 2), (-3, 5), (8, 27)]"
"[K14n6284(0,0)]","[(0, 1), (1, 2), (-2, 3), (2, 3), (1, 3), (1, 3)]"
"[K14n6285(0,0)]","[(0, 1), (1, 2), (2, 3), (-1, 3), (-1, 3), (-1, 3)]"
"[K14n6286(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 3), (1, 3), (1, 3)]"
"[K14n629(0,0)]","[(0, 1), (1, 2), (-3, 5), (8, 29)]"
"[K14n6295(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (3, 11)]"
"[K14n6296(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (5, 13)]"
"[K14n6297(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (7, 11)]"
"[K14n6301(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (5, 9)]"
"[K14n6302(0,0)]","[(0, 1), (1, 2), (-2, 3), (1, 3), (1, 3), (1, 3)]"
"[K14n6338(0,0)]","[(0, 1), (2, 3), (-3, 5), (2, 11)]"
"[K14n6339(0,0)]","[(0, 1), (2, 3), (-3, 5), (3, 14)]"
"[K14n6340(0,0)]","[(0, 1), (2, 3), (-3, 5), (7, 18)]"
"[K14n6341(0,0)]","[(0, 1), (2, 3), (-3, 5), (5, 18)]"
"[K14n6342(0,0)]","[(0, 1), (2, 3), (-3, 5), (5, 14)]"
"[K14n6346(0,0)]","[(0, 1), (2, 3), (-3, 5), (13, 18)]"
"[K14n6347(0,0)]","[(0, 1), (2, 3), (-3, 5), (9, 14)]"
"[K14n6348(0,0)]","[(0, 1), (2, 3), (-3, 5), (11, 18)]"
"[K14n6349(0,0)]","[(0, 1), (3, 5), (-2, 5), (-1, 6)]"
"[K14n6350(0,0)]","[(0, 1), (3, 5), (-2, 5), (-3, 10)]"
"[K14n6354(0,0)]","[(0, 1), (2, 3), (-3, 5), (11, 14)]"
"[K14n6355(0,0)]","[(0, 1), (3, 5), (-2, 5), (-7, 10)]"
"[K14n6356(0,0)]","[(0, 1), (3, 5), (-2, 5), (-5, 6)]"
"[K14n6357(0,0)]","[(0, 1), (3, 5), (-3, 8), (-4, 5)]"
"[K14n6358(0,0)]","[(0, 1), (3, 5), (-3, 8), (-4, 7)]"
"[K14n6359(0,0)]","[(0, 1), (3, 5), (-5, 8), (-4, 5)]"
"[K14n6360(0,0)]","[(0, 1), (3, 5), (-5, 8), (-4, 7)]"
"[K14n6361(0,0)]","[(0, 1), (3, 5), (-1, 4), (-8, 11)]"
"[K14n6362(0,0)]","[(0, 1), (3, 5), (-1, 4), (-4, 11)]"
"[K14n6363(0,0)]","[(0, 1), (3, 5), (-3, 4), (-8, 11)]"
"[K14n6364(0,0)]","[(0, 1), (3, 5), (-3, 4), (-4, 11)]"
"[K14n6365(0,0)]","[(0, 1), (3, 5), (-1, 4), (-8, 13)]"
"[K14n6366(0,0)]","[(0, 1), (3, 5), (-3, 4), (-8, 13)]"
"[K14n6367(0,0)]","[(0, 1), (3, 5), (-1, 4), (-4, 9)]"
"[K14n6368(0,0)]","[(0, 1), (3, 5), (-3, 4), (-4, 9)]"
"[K14n6396(0,0)]","[(0, 1), (2, 3), (-3, 5), (8, 19)]"
"[K14n6397(0,0)]","[(0, 1), (2, 3), (-3, 5), (8, 21)]"
"[K14n6398(0,0)]","[(0, 1), (2, 3), (-3, 5), (12, 19)]"
"[K14n6400(0,0)]","[(0, 1), (3, 5), (-2, 5), (-2, 9)]"
"[K14n6401(0,0)]","[(0, 1), (2, 3), (-3, 5), (4, 15)]"
"[K14n6402(0,0)]","[(0, 1), (2, 3), (-3, 5), (12, 17)]"
"[K14n6406(0,0)]","[(0, 1), (2, 3), (-3, 5), (4, 13)]"
"[K14n6412(0,0)]","[(0, 1), (3, 5), (-2, 7), (-2, 7)]"
"[K14n6413(0,0)]","[(0, 1), (3, 5), (-2, 5), (-8, 13)]"
"[K14n6414(0,0)]","[(0, 1), (3, 5), (-2, 5), (-4, 9)]"
"[K14n6415(0,0)]","[(0, 1), (3, 5), (-2, 5), (-4, 11)]"
"[K14n6416(0,0)]","[(0, 1), (2, 3), (-3, 5), (6, 11)]"
"[K14n6417(0,0)]","[(0, 1), (2, 3), (-3, 5), (10, 17)]"
"[K14n6418(0,0)]","[(0, 1), (3, 5), (-2, 5), (-8, 11)]"
"[K14n6420(0,0)]","[(0, 1), (2, 3), (-3, 5), (10, 13)]"
"[K14n6421(0,0)]","[(0, 1), (2, 3), (-3, 5), (6, 7)]"
"[K14n6426(0,0)]","[(0, 1), (3, 5), (-2, 7), (-4, 7)]"
"[K14n6427(0,0)]","[(0, 1), (3, 5), (-2, 7), (-4, 5)]"
"[K14n6428(0,0)]","[(0, 1), (3, 5), (-4, 7), (-4, 7)]"
"[K14n6429(0,0)]","[(0, 1), (3, 5), (-4, 7), (-4, 5)]"
"[K14n6430(0,0)]","[(0, 1), (3, 5), (-4, 5), (-4, 5)]"
"[K14n6436(0,0)]","[(0, 1), (1, 2), (8, 13), (-2, 9)]"
"[K14n6437(0,0)]","[(0, 1), (1, 2), (-8, 13), (2, 9)]"
"[K14n6438(0,0)]","[(0, 1), (1, 2), (-8, 13), (7, 9)]"
"[K14n6439(0,0)]","[(0, 1), (1, 2), (8, 13), (-7, 9)]"
"[K14n6441(0,0)]","[(0, 1), (1, 2), (8, 13), (-8, 11)]"
"[K14n6442(0,0)]","[(0, 1), (1, 2), (-8, 13), (8, 11)]"
"[K14n6443(0,0)]","[(0, 1), (1, 2), (-8, 13), (3, 11)]"
"[K14n6444(0,0)]","[(0, 1), (1, 2), (8, 13), (-3, 11)]"
"[K14n6445(0,0)]","[(0, 1), (1, 2), (8, 13), (-8, 13)]"
"[K14n6446(0,0)]","[(0, 1), (1, 2), (-8, 13), (5, 13)]"
"[K14n6447(0,0)]","[(0, 1), (1, 2), (8, 13), (-5, 13)]"
"[K14n6448(0,0)]","[(0, 1), (1, 2), (8, 13), (-4, 11)]"
"[K14n6449(0,0)]","[(0, 1), (1, 2), (-8, 13), (4, 11)]"
"[K14n6450(0,0)]","[(0, 1), (1, 2), (-8, 13), (7, 11)]"
"[K14n6451(0,0)]","[(0, 1), (1, 2), (8, 13), (-7, 11)]"
"[K14n6452(0,0)]","[(0, 1), (1, 2), (8, 13), (-4, 9)]"
"[K14n6453(0,0)]","[(0, 1), (1, 2), (-8, 13), (4, 9)]"
"[K14n6454(0,0)]","[(0, 1), (1, 2), (-8, 13), (5, 9)]"
"[K14n6455(0,0)]","[(0, 1), (1, 2), (8, 13), (-5, 9)]"
"[K14n6460(0,0)]","[(0, 1), (1, 2), (-8, 11), (3, 11)]"
"[K14n6462(0,0)]","[(0, 1), (1, 2), (8, 11), (-8, 11)]"
"[K14n6469(0,0)]","[(0, 1), (1, 2), (-8, 11), (2, 9)]"
"[K14n6472(0,0)]","[(0, 1), (1, 2), (8, 11), (-7, 9)]"
"[K14n6473(0,0)]","[(0, 1), (1, 2), (-8, 11), (7, 9)]"
"[K14n6478(0,0)]","[(0, 1), (1, 2), (-8, 11), (4, 11)]"
"[K14n6481(0,0)]","[(0, 1), (1, 2), (8, 11), (-7, 11)]"
"[K14n6482(0,0)]","[(0, 1), (1, 2), (-8, 11), (7, 11)]"
"[K14n6487(0,0)]","[(0, 1), (1, 2), (-8, 11), (4, 9)]"
"[K14n6490(0,0)]","[(0, 1), (1, 2), (8, 11), (-5, 9)]"
"[K14n6491(0,0)]","[(0, 1), (1, 2), (-8, 11), (5, 9)]"
"[K14n6493(0,0)]","[(0, 1), (2, 3), (-5, 8), (-2, 9)]"
"[K14n6497(0,0)]","[(0, 1), (1, 2), (8, 11), (-2, 9)]"
"[K14n6539(0,0)]","[(0, 1), (1, 2), (5, 7), (-13, 21)]"
"[K14n6540(0,0)]","[(0, 1), (1, 2), (5, 7), (-8, 21)]"
"[K14n6541(0,0)]","[(0, 1), (1, 2), (-5, 7), (13, 21)]"
"[K14n6545(0,0)]","[(0, 1), (1, 2), (-5, 7), (8, 21)]"
"[K14n6546(0,0)]","[(0, 1), (1, 2), (8, 11), (-3, 11)]"
"[K14n6547(0,0)]","[(0, 1), (1, 2), (8, 11), (-4, 11)]"
"[K14n6548(0,0)]","[(0, 1), (1, 2), (8, 11), (-4, 9)]"
"[K14n6580(0,0)]","[(0, 1), (1, 2), (4, 5), (-13, 21)]"
"[K14n6581(0,0)]","[(0, 1), (1, 2), (4, 5), (-8, 21)]"
"[K14n6582(0,0)]","[(0, 1), (1, 2), (-4, 5), (13, 21)]"
"[K14n6583(0,0)]","[(0, 1), (1, 2), (4, 7), (-13, 21)]"
"[K14n6584(0,0)]","[(0, 1), (1, 2), (4, 7), (-8, 21)]"
"[K14n6585(0,0)]","[(0, 1), (1, 2), (-4, 7), (13, 21)]"
"[K14n6586(0,0)]","[(0, 1), (1, 2), (-4, 5), (8, 21)]"
"[K14n6587(0,0)]","[(0, 1), (1, 2), (-4, 7), (8, 21)]"
"[K14n6618(0,0)]","[(0, 1), (2, 3), (-5, 8), (2, 9)]"
"[K14n6625(0,0)]","[(0, 1), (2, 3), (-2, 3), (5, 23)]"
"[K14n664(0,0)]","[(0, 1), (1, 2), (-3, 5), (12, 31)]"
"[K14n6657(0,0)]","[(0, 1), (1, 2), (-5, 7), (9, 11)]"
"[K14n6658(0,0)]","[(0, 1), (1, 2), (5, 7), (-2, 11)]"
"[K14n6659(0,0)]","[(0, 1), (1, 2), (5, 7), (-9, 11)]"
"[K14n6691(0,0)]","[(0, 1), (1, 2), (-5, 7), (2, 11)]"
"[K14n6725(0,0)]","[(0, 1), (3, 5), (-3, 4), (7, 9)]"
"[K14n6726(0,0)]","[(0, 1), (3, 5), (3, 4), (-7, 9)]"
"[K14n6747(0,0)]","[(0, 1), (3, 5), (-5, 8), (5, 7)]"
"[K14n6748(0,0)]","[(0, 1), (3, 5), (5, 8), (-5, 7)]"
"[K14n6754(0,0)]","[(0, 1), (3, 5), (-3, 4), (2, 9)]"
"[K14n6755(0,0)]","[(0, 1), (3, 5), (3, 4), (-2, 9)]"
"[K14n6868(0,0)]","[(0, 1), (3, 5), (-5, 8), (2, 7)]"
"[K14n6869(0,0)]","[(0, 1), (3, 5), (5, 8), (-2, 7)]"
"[K14n6873(0,0)]","[(0, 1), (3, 5), (3, 5), (-7, 12)]"
"[K14n6881(0,0)]","[(0, 1), (2, 3), (3, 5), (-7, 16)]"
"[K14n6882(0,0)]","[(0, 1), (2, 3), (-3, 5), (-7, 16)]"
"[K14n69(0,0)]","[(0, 1), (1, 2), (-3, 5), (11, 13)]"
"[K14n6922(0,0)]","[(0, 1), (2, 3), (-2, 7), (-5, 13)]"
"[K14n6924(0,0)]","[(0, 1), (2, 3), (5, 7), (-8, 13)]"
"[K14n70(0,0)]","[(0, 1), (1, 2), (3, 5), (-2, 13)]"
"[K14n7010(0,0)]","[(0, 1), (2, 3), (-5, 7), (8, 13)]"
"[K14n7081(0,0)]","[(0, 1), (1, 2), (-5, 7), (5, 17)]"
"[K14n7082(0,0)]","[(0, 1), (1, 2), (5, 7), (-12, 17)]"
"[K14n7083(0,0)]","[(0, 1), (1, 2), (5, 7), (-5, 17)]"
"[K14n7084(0,0)]","[(0, 1), (1, 2), (-5, 7), (12, 17)]"
"[K14n7085(0,0)]","[(0, 1), (1, 2), (-5, 7), (12, 19)]"
"[K14n7086(0,0)]","[(0, 1), (1, 2), (5, 7), (-7, 19)]"
"[K14n7087(0,0)]","[(0, 1), (1, 2), (5, 7), (-12, 19)]"
"[K14n7088(0,0)]","[(0, 1), (1, 2), (-5, 7), (11, 19)]"
"[K14n7089(0,0)]","[(0, 1), (1, 2), (5, 7), (-8, 19)]"
"[K14n7090(0,0)]","[(0, 1), (1, 2), (5, 7), (-11, 19)]"
"[K14n7091(0,0)]","[(0, 1), (1, 2), (-5, 7), (9, 13)]"
"[K14n7092(0,0)]","[(0, 1), (1, 2), (5, 7), (-4, 13)]"
"[K14n7093(0,0)]","[(0, 1), (1, 2), (5, 7), (-9, 13)]"
"[K14n7094(0,0)]","[(0, 1), (1, 2), (-5, 7), (11, 15)]"
"[K14n7095(0,0)]","[(0, 1), (1, 2), (5, 7), (-4, 15)]"
"[K14n7096(0,0)]","[(0, 1), (1, 2), (5, 7), (-11, 15)]"
"[K14n7097(0,0)]","[(0, 1), (1, 2), (-5, 7), (7, 19)]"
"[K14n71(0,0)]","[(0, 1), (1, 2), (3, 5), (-11, 13)]"
"[K14n7123(0,0)]","[(0, 1), (1, 2), (-5, 7), (4, 13)]"
"[K14n7124(0,0)]","[(0, 1), (1, 2), (-5, 7), (4, 15)]"
"[K14n7140(0,0)]","[(0, 1), (1, 2), (-5, 7), (8, 19)]"
"[K14n7181(0,0)]","[(0, 1), (3, 5), (3, 4), (-3, 11)]"
"[K14n7182(0,0)]","[(0, 1), (3, 5), (-3, 4), (3, 11)]"
"[K14n7183(0,0)]","[(0, 1), (3, 5), (3, 4), (-5, 13)]"
"[K14n7184(0,0)]","[(0, 1), (3, 5), (-3, 4), (5, 13)]"
"[K14n7185(0,0)]","[(0, 1), (3, 5), (-3, 4), (8, 11)]"
"[K14n7186(0,0)]","[(0, 1), (3, 5), (3, 4), (-8, 11)]"
"[K14n7187(0,0)]","[(0, 1), (3, 5), (-3, 4), (8, 13)]"
"[K14n7188(0,0)]","[(0, 1), (3, 5), (3, 4), (-8, 13)]"
"[K14n7189(0,0)]","[(0, 1), (3, 5), (-3, 4), (7, 11)]"
"[K14n7190(0,0)]","[(0, 1), (3, 5), (3, 4), (-7, 11)]"
"[K14n7191(0,0)]","[(0, 1), (3, 5), (-3, 4), (5, 9)]"
"[K14n7192(0,0)]","[(0, 1), (3, 5), (3, 4), (-5, 9)]"
"[K14n7198(0,0)]","[(0, 1), (3, 5), (5, 8), (-1, 5)]"
"[K14n7199(0,0)]","[(0, 1), (3, 5), (-5, 8), (1, 5)]"
"[K14n7200(0,0)]","[(0, 1), (3, 5), (5, 8), (-3, 7)]"
"[K14n7201(0,0)]","[(0, 1), (3, 5), (-5, 8), (3, 7)]"
"[K14n7202(0,0)]","[(0, 1), (3, 5), (-3, 4), (4, 11)]"
"[K14n7203(0,0)]","[(0, 1), (3, 5), (3, 4), (-4, 11)]"
"[K14n7204(0,0)]","[(0, 1), (2, 3), (2, 3), (-3, 5), (1, 4)]"
"[K14n7205(0,0)]","[(0, 1), (2, 3), (-2, 3), (3, 5), (-1, 4)]"
"[K14n7206(0,0)]","[(0, 1), (2, 3), (-2, 3), (-3, 5), (1, 4)]"
"[K14n7207(0,0)]","[(0, 1), (2, 3), (2, 3), (3, 5), (-1, 4)]"
"[K14n7208(0,0)]","[(0, 1), (2, 3), (2, 3), (-3, 5), (-1, 4)]"
"[K14n7209(0,0)]","[(0, 1), (2, 3), (-2, 3), (3, 5), (1, 4)]"
"[K14n7210(0,0)]","[(0, 1), (2, 3), (-2, 3), (-3, 5), (-1, 4)]"
"[K14n7211(0,0)]","[(0, 1), (2, 3), (2, 3), (-3, 5), (3, 4)]"
"[K14n7212(0,0)]","[(0, 1), (2, 3), (-2, 3), (3, 5), (-3, 4)]"
"[K14n7213(0,0)]","[(0, 1), (2, 3), (-2, 3), (-3, 5), (3, 4)]"
"[K14n7214(0,0)]","[(0, 1), (2, 3), (2, 3), (3, 5), (-3, 4)]"
"[K14n7215(0,0)]","[(0, 1), (2, 3), (2, 3), (-3, 5), (-3, 4)]"
"[K14n7216(0,0)]","[(0, 1), (2, 3), (-2, 3), (3, 5), (3, 4)]"
"[K14n7217(0,0)]","[(0, 1), (2, 3), (-2, 3), (-3, 5), (-3, 4)]"
"[K14n7218(0,0)]","[(0, 1), (2, 3), (-2, 3), (-2, 5), (-3, 4)]"
"[K14n7219(0,0)]","[(0, 1), (2, 3), (2, 3), (-2, 5), (-3, 4)]"
"[K14n7220(0,0)]","[(0, 1), (2, 3), (-1, 3), (-3, 5), (-3, 4)]"
"[K14n7221(0,0)]","[(0, 1), (3, 5), (-3, 4), (4, 9)]"
"[K14n7222(0,0)]","[(0, 1), (3, 5), (3, 4), (-4, 9)]"
"[K14n7223(0,0)]","[(0, 1), (2, 3), (-2, 3), (2, 5), (3, 4)]"
"[K14n7248(0,0)]","[(0, 1), (3, 5), (-5, 8), (4, 5)]"
"[K14n7249(0,0)]","[(0, 1), (3, 5), (5, 8), (-4, 5)]"
"[K14n7250(0,0)]","[(0, 1), (3, 5), (-5, 8), (4, 7)]"
"[K14n7251(0,0)]","[(0, 1), (3, 5), (5, 8), (-4, 7)]"
"[K14n7253(0,0)]","[(0, 1), (3, 5), (3, 5), (-5, 12)]"
"[K14n7272(0,0)]","[(0, 1), (2, 3), (2, 3), (-5, 23)]"
"[K14n7285(0,0)]","[(0, 1), (2, 3), (3, 5), (-13, 18)]"
"[K14n7296(0,0)]","[(0, 1), (2, 3), (3, 5), (-9, 16)]"
"[K14n7297(0,0)]","[(0, 1), (2, 3), (-3, 5), (-9, 16)]"
"[K14n7308(0,0)]","[(0, 1), (2, 3), (5, 8), (-2, 9)]"
"[K14n7313(0,0)]","[(0, 1), (1, 2), (-5, 7), (6, 7)]"
"[K14n7314(0,0)]","[(0, 1), (1, 2), (5, 7), (-1, 7)]"
"[K14n7315(0,0)]","[(0, 1), (1, 2), (5, 7), (-6, 7)]"
"[K14n7316(0,0)]","[(0, 1), (1, 2), (-5, 7), (10, 13)]"
"[K14n7317(0,0)]","[(0, 1), (1, 2), (5, 7), (-3, 13)]"
"[K14n7318(0,0)]","[(0, 1), (1, 2), (5, 7), (-10, 13)]"
"[K14n7319(0,0)]","[(0, 1), (1, 2), (-5, 7), (10, 17)]"
"[K14n7320(0,0)]","[(0, 1), (1, 2), (5, 7), (-7, 17)]"
"[K14n7321(0,0)]","[(0, 1), (1, 2), (5, 7), (-10, 17)]"
"[K14n7322(0,0)]","[(0, 1), (1, 2), (-5, 7), (1, 7)]"
"[K14n7323(0,0)]","[(0, 1), (1, 2), (-5, 7), (3, 13)]"
"[K14n7324(0,0)]","[(0, 1), (1, 2), (-5, 7), (7, 17)]"
"[K14n7328(0,0)]","[(0, 1), (1, 2), (-5, 7), (6, 11)]"
"[K14n7329(0,0)]","[(0, 1), (1, 2), (5, 7), (-5, 11)]"
"[K14n7330(0,0)]","[(0, 1), (1, 2), (5, 7), (-6, 11)]"
"[K14n7331(0,0)]","[(0, 1), (1, 2), (-5, 7), (5, 11)]"
"[K14n7381(0,0)]","[(0, 1), (2, 3), (-2, 3), (-2, 5), (-1, 4)]"
"[K14n7382(0,0)]","[(0, 1), (2, 3), (2, 3), (-2, 5), (-1, 4)]"
"[K14n7383(0,0)]","[(0, 1), (2, 3), (-1, 3), (-3, 5), (-1, 4)]"
"[K14n7384(0,0)]","[(0, 1), (2, 3), (-2, 3), (2, 5), (1, 4)]"
"[K14n7392(0,0)]","[(0, 1), (2, 3), (-1, 3), (-2, 5), (-1, 4)]"
"[K14n7393(0,0)]","[(0, 1), (2, 3), (-1, 3), (-2, 5), (-3, 4)]"
"[K14n7536(0,0)]","[(0, 1), (2, 3), (-3, 5), (-2, 11)]"
"[K14n7654(0,0)]","[(0, 1), (2, 3), (-1, 3), (-2, 13)]"
"[K14n7655(0,0)]","[(0, 1), (2, 3), (2, 3), (-11, 13)]"
"[K14n7656(0,0)]","[(0, 1), (2, 3), (-2, 3), (11, 13)]"
"[K14n7670(0,0)]","[(0, 1), (2, 3), (3, 5), (-2, 11)]"
"[K14n770(0,0)]","[(0, 1), (1, 2), (-3, 5), (4, 19)]"
"[K14n7728(0,0)]","[(0, 1), (2, 3), (-1, 4), (-9, 11)]"
"[K14n7729(0,0)]","[(0, 1), (2, 3), (3, 4), (-2, 11)]"
"[K14n7730(0,0)]","[(0, 1), (2, 3), (-3, 4), (2, 11)]"
"[K14n7734(0,0)]","[(0, 1), (2, 3), (-3, 4), (-9, 11)]"
"[K14n7735(0,0)]","[(0, 1), (2, 3), (-3, 4), (9, 11)]"
"[K14n7736(0,0)]","[(0, 1), (2, 3), (3, 4), (-9, 11)]"
"[K14n7790(0,0)]","[(0, 1), (2, 3), (-3, 8), (-7, 9)]"
"[K14n7794(0,0)]","[(0, 1), (2, 3), (-5, 8), (-7, 9)]"
"[K14n7795(0,0)]","[(0, 1), (2, 3), (-5, 8), (7, 9)]"
"[K14n7796(0,0)]","[(0, 1), (2, 3), (5, 8), (-7, 9)]"
"[K14n7865(0,0)]","[(0, 1), (2, 3), (-3, 4), (-2, 11)]"
"[K14n787(0,0)]","[(0, 1), (1, 2), (2, 3), (5, 7), (-3, 5)]"
"[K14n788(0,0)]","[(0, 1), (1, 2), (2, 3), (-5, 7), (-2, 5)]"
"[K14n789(0,0)]","[(0, 1), (1, 2), (2, 3), (-5, 7), (-3, 5)]"
"[K14n790(0,0)]","[(0, 1), (1, 2), (2, 3), (5, 7), (-2, 5)]"
"[K14n791(0,0)]","[(0, 1), (1, 2), (2, 3), (-2, 7), (-3, 5)]"
"[K14n792(0,0)]","[(0, 1), (1, 2), (2, 3), (-5, 7), (3, 5)]"
"[K14n793(0,0)]","[(0, 1), (1, 2), (-2, 3), (5, 7), (3, 5)]"
"[K14n8014(0,0)]","[(0, 1), (1, 2), (-4, 5), (12, 19)]"
