Name,Montesinos fraction
"[K14a3236(0,0)]","[(0, 1), (1, 2), (1, 3), (47, 13)]"
"[K14a3237(0,0)]","[(0, 1), (1, 2), (1, 3), (1, 3), (8, 13)]"
"[K14a324(0,0)]","[(0, 1), (1, 2), (3, 5), (22, 13)]"
"[K14a3243(0,0)]","[(0, 1), (1, 2), (4, 5), (8, 21)]"
"[K14a3244(0,0)]","[(0, 1), (1, 2), (4, 7), (8, 21)]"
"[K14a3246(0,0)]","[(0, 1), (1, 2), (1, 5), (8, 21)]"
"[K14a3247(0,0)]","[(0, 1), (1, 2), (3, 7), (8, 21)]"
"[K14a3248(0,0)]","[(0, 1), (1, 2), (1, 3), (50, 21)]"
"[K14a325(0,0)]","[(0, 1), (1, 2), (3, 5), (26, 15)]"
"[K14a3256(0,0)]","[(0, 1), (3, 5), (3, 5), (5, 12)]"
"[K14a3259(0,0)]","[(0, 1), (2, 3), (3, 5), (17, 12)]"
"[K14a326(0,0)]","[(0, 1), (1, 2), (3, 5), (13, 23)]"
"[K14a3261(0,0)]","[(0, 1), (1, 3), (3, 5), (7, 16)]"
"[K14a3263(0,0)]","[(0, 1), (1, 2), (1, 3), (18, 41)]"
"[K14a3265(0,0)]","[(0, 1), (3, 5), (1, 4), (3, 11)]"
"[K14a3266(0,0)]","[(0, 1), (3, 5), (1, 4), (7, 11)]"
"[K14a3267(0,0)]","[(0, 1), (3, 5), (1, 4), (5, 13)]"
"[K14a3268(0,0)]","[(0, 1), (3, 5), (1, 4), (5, 9)]"
"[K14a327(0,0)]","[(0, 1), (1, 2), (3, 5), (26, 19)]"
"[K14a3270(0,0)]","[(0, 1), (3, 5), (3, 5), (9, 4)]"
"[K14a3271(0,0)]","[(0, 1), (3, 5), (1, 4), (9, 5)]"
"[K14a3272(0,0)]","[(0, 1), (3, 5), (1, 4), (11, 7)]"
"[K14a3273(0,0)]","[(0, 1), (3, 5), (3, 8), (1, 5)]"
"[K14a3274(0,0)]","[(0, 1), (3, 5), (3, 8), (3, 7)]"
"[K14a3275(0,0)]","[(0, 1), (2, 3), (1, 3), (1, 4), (3, 5)]"
"[K14a3276(0,0)]","[(0, 1), (2, 3), (3, 5), (13, 4)]"
"[K14a3277(0,0)]","[(0, 1), (2, 3), (1, 3), (3, 5), (1, 4)]"
"[K14a3278(0,0)]","[(0, 1), (1, 3), (3, 5), (19, 8)]"
"[K14a3282(0,0)]","[(0, 1), (3, 5), (1, 4), (6, 5)]"
"[K14a3283(0,0)]","[(0, 1), (3, 5), (1, 4), (10, 7)]"
"[K14a3284(0,0)]","[(0, 1), (3, 5), (3, 4), (6, 5)]"
"[K14a3285(0,0)]","[(0, 1), (3, 5), (3, 4), (10, 7)]"
"[K14a3286(0,0)]","[(0, 1), (1, 3), (1, 3), (3, 5), (1, 4)]"
"[K14a3287(0,0)]","[(0, 1), (1, 3), (3, 5), (13, 4)]"
"[K14a3288(0,0)]","[(0, 1), (1, 3), (1, 3), (3, 5), (3, 4)]"
"[K14a3289(0,0)]","[(0, 1), (1, 3), (3, 5), (15, 4)]"
"[K14a3296(0,0)]","[(0, 1), (1, 3), (3, 5), (19, 12)]"
"[K14a3304(0,0)]","[(0, 1), (1, 2), (1, 3), (49, 31)]"
"[K14a3307(0,0)]","[(0, 1), (1, 2), (1, 5), (19, 11)]"
"[K14a3308(0,0)]","[(0, 1), (1, 2), (3, 7), (19, 11)]"
"[K14a3309(0,0)]","[(0, 1), (1, 2), (1, 3), (41, 11)]"
"[K14a3310(0,0)]","[(0, 1), (1, 2), (1, 3), (1, 3), (8, 11)]"
"[K14a3326(0,0)]","[(0, 1), (2, 3), (5, 8), (2, 9)]"
"[K14a334(0,0)]","[(0, 1), (1, 2), (3, 5), (7, 13)]"
"[K14a3348(0,0)]","[(0, 1), (2, 3), (2, 5), (5, 18)]"
"[K14a3365(0,0)]","[(0, 1), (2, 5), (5, 8), (2, 7)]"
"[K14a342(0,0)]","[(0, 1), (1, 2), (3, 5), (30, 11)]"
"[K14a3425(0,0)]","[(0, 1), (2, 3), (1, 3), (2, 13)]"
"[K14a343(0,0)]","[(0, 1), (1, 2), (3, 5), (34, 13)]"
"[K14a3431(0,0)]","[(0, 1), (2, 3), (3, 5), (2, 11)]"
"[K14a3444(0,0)]","[(0, 1), (2, 3), (1, 4), (9, 11)]"
"[K14a3446(0,0)]","[(0, 1), (2, 3), (3, 4), (9, 11)]"
"[K14a345(0,0)]","[(0, 1), (1, 2), (3, 5), (6, 17)]"
"[K14a3453(0,0)]","[(0, 1), (2, 3), (3, 8), (7, 9)]"
"[K14a3455(0,0)]","[(0, 1), (2, 3), (5, 8), (7, 9)]"
"[K14a346(0,0)]","[(0, 1), (1, 2), (3, 5), (10, 27)]"
"[K14a3468(0,0)]","[(0, 1), (2, 3), (3, 4), (2, 11)]"
"[K14a347(0,0)]","[(0, 1), (1, 2), (3, 5), (25, 11)]"
"[K14a3474(0,0)]","[(0, 1), (2, 3), (1, 4), (11, 9)]"
"[K14a3476(0,0)]","[(0, 1), (2, 3), (3, 4), (11, 9)]"
"[K14a3478(0,0)]","[(0, 1), (2, 3), (3, 8), (9, 7)]"
"[K14a348(0,0)]","[(0, 1), (1, 2), (3, 5), (29, 11)]"
"[K14a3480(0,0)]","[(0, 1), (2, 3), (5, 8), (9, 7)]"
"[K14a349(0,0)]","[(0, 1), (1, 2), (3, 5), (13, 7)]"
"[K14a350(0,0)]","[(0, 1), (1, 2), (3, 5), (23, 13)]"
"[K14a351(0,0)]","[(0, 1), (1, 2), (3, 5), (27, 17)]"
"[K14a352(0,0)]","[(0, 1), (1, 2), (3, 5), (31, 13)]"
"[K14a353(0,0)]","[(0, 1), (1, 2), (1, 3), (5, 7), (3, 5)]"
"[K14a354(0,0)]","[(0, 1), (1, 2), (3, 5), (26, 7)]"
"[K14a357(0,0)]","[(0, 1), (1, 2), (3, 5), (23, 9)]"
"[K14a3577(0,0)]","[(0, 1), (2, 3), (5, 7), (5, 12)]"
"[K14a3578(0,0)]","[(0, 1), (2, 3), (5, 7), (7, 12)]"
"[K14a358(0,0)]","[(0, 1), (1, 2), (3, 5), (17, 11)]"
"[K14a3584(0,0)]","[(0, 1), (2, 3), (2, 7), (7, 12)]"
"[K14a3596(0,0)]","[(0, 1), (2, 3), (2, 5), (9, 16)]"
"[K14a3598(0,0)]","[(0, 1), (2, 3), (2, 5), (17, 12)]"
"[K14a3599(0,0)]","[(0, 1), (2, 3), (2, 5), (19, 12)]"
"[K14a3602(0,0)]","[(0, 1), (2, 3), (2, 3), (23, 16)]"
"[K14a3603(0,0)]","[(0, 1), (2, 3), (2, 3), (25, 16)]"
"[K14a3605(0,0)]","[(0, 1), (1, 2), (2, 7), (11, 19)]"
"[K14a3613(0,0)]","[(0, 1), (1, 2), (7, 9), (7, 9)]"
"[K14a3616(0,0)]","[(0, 1), (1, 2), (7, 9), (2, 9)]"
"[K14a3618(0,0)]","[(0, 1), (1, 2), (2, 7), (16, 9)]"
"[K14a3623(0,0)]","[(0, 1), (1, 2), (2, 7), (7, 19)]"
"[K14a3625(0,0)]","[(0, 1), (1, 2), (2, 7), (12, 19)]"
"[K14a371(0,0)]","[(0, 1), (1, 2), (3, 5), (26, 11)]"
"[K14a372(0,0)]","[(0, 1), (1, 2), (3, 5), (3, 5), (3, 5)]"
"[K14a3727(0,0)]","[(0, 1), (2, 3), (2, 3), (11, 20)]"
"[K14a373(0,0)]","[(0, 1), (1, 2), (2, 3), (3, 5), (8, 5)]"
"[K14a3731(0,0)]","[(0, 1), (2, 3), (1, 3), (9, 20)]"
"[K14a3733(0,0)]","[(0, 1), (2, 3), (1, 3), (11, 20)]"
"[K14a3736(0,0)]","[(0, 1), (1, 2), (4, 5), (11, 19)]"
"[K14a3737(0,0)]","[(0, 1), (1, 2), (4, 7), (11, 19)]"
"[K14a3738(0,0)]","[(0, 1), (1, 2), (1, 5), (11, 19)]"
"[K14a3739(0,0)]","[(0, 1), (1, 2), (3, 7), (11, 19)]"
"[K14a374(0,0)]","[(0, 1), (1, 2), (2, 3), (4, 5), (3, 5)]"
"[K14a3740(0,0)]","[(0, 1), (1, 2), (1, 3), (49, 19)]"
"[K14a375(0,0)]","[(0, 1), (1, 2), (2, 3), (4, 7), (3, 5)]"
"[K14a3754(0,0)]","[(0, 1), (1, 2), (1, 3), (36, 25)]"
"[K14a3756(0,0)]","[(0, 1), (1, 2), (1, 3), (39, 25)]"
"[K14a376(0,0)]","[(0, 1), (1, 2), (1, 3), (3, 5), (8, 5)]"
"[K14a3760(0,0)]","[(0, 1), (1, 2), (7, 9), (7, 11)]"
"[K14a3761(0,0)]","[(0, 1), (1, 2), (7, 9), (5, 9)]"
"[K14a3762(0,0)]","[(0, 1), (1, 2), (7, 9), (4, 11)]"
"[K14a3763(0,0)]","[(0, 1), (1, 2), (4, 5), (16, 9)]"
"[K14a3764(0,0)]","[(0, 1), (1, 2), (4, 7), (16, 9)]"
"[K14a3765(0,0)]","[(0, 1), (1, 2), (1, 3), (2, 3), (7, 9)]"
"[K14a3766(0,0)]","[(0, 1), (1, 2), (7, 9), (4, 9)]"
"[K14a3767(0,0)]","[(0, 1), (1, 2), (4, 5), (7, 19)]"
"[K14a3768(0,0)]","[(0, 1), (1, 2), (4, 7), (7, 19)]"
"[K14a3769(0,0)]","[(0, 1), (1, 2), (4, 5), (12, 19)]"
"[K14a377(0,0)]","[(0, 1), (1, 2), (1, 3), (4, 5), (3, 5)]"
"[K14a3770(0,0)]","[(0, 1), (1, 2), (4, 7), (12, 19)]"
"[K14a3773(0,0)]","[(0, 1), (1, 2), (1, 5), (7, 19)]"
"[K14a3774(0,0)]","[(0, 1), (1, 2), (3, 7), (7, 19)]"
"[K14a3775(0,0)]","[(0, 1), (1, 2), (1, 5), (12, 19)]"
"[K14a3776(0,0)]","[(0, 1), (1, 2), (3, 7), (12, 19)]"
"[K14a3777(0,0)]","[(0, 1), (1, 2), (1, 3), (45, 19)]"
"[K14a3778(0,0)]","[(0, 1), (1, 2), (1, 3), (50, 19)]"
"[K14a378(0,0)]","[(0, 1), (1, 2), (1, 3), (4, 7), (3, 5)]"
"[K14a381(0,0)]","[(0, 1), (1, 2), (3, 5), (10, 23)]"
"[K14a382(0,0)]","[(0, 1), (1, 2), (3, 5), (23, 5)]"
"[K14a383(0,0)]","[(0, 1), (1, 2), (3, 5), (19, 5)]"
"[K14a384(0,0)]","[(0, 1), (1, 2), (3, 5), (25, 7)]"
"[K14a385(0,0)]","[(0, 1), (1, 2), (2, 3), (1, 5), (3, 5)]"
"[K14a386(0,0)]","[(0, 1), (1, 2), (2, 3), (3, 7), (3, 5)]"
"[K14a3896(0,0)]","[(0, 1), (3, 5), (2, 5), (2, 9)]"
"[K14a3907(0,0)]","[(0, 1), (1, 2), (1, 5), (16, 9)]"
"[K14a3908(0,0)]","[(0, 1), (1, 2), (3, 7), (16, 9)]"
"[K14a3909(0,0)]","[(0, 1), (1, 2), (1, 3), (1, 3), (7, 9)]"
"[K14a391(0,0)]","[(0, 1), (1, 2), (1, 3), (2, 5), (8, 5)]"
"[K14a3910(0,0)]","[(0, 1), (1, 2), (1, 3), (34, 9)]"
"[K14a3917(0,0)]","[(0, 1), (2, 3), (2, 3), (11, 13)]"
"[K14a392(0,0)]","[(0, 1), (1, 2), (3, 5), (2, 3), (8, 5)]"
"[K14a393(0,0)]","[(0, 1), (1, 2), (3, 5), (2, 3), (4, 5)]"
"[K14a394(0,0)]","[(0, 1), (1, 2), (3, 5), (2, 3), (4, 7)]"
"[K14a395(0,0)]","[(0, 1), (1, 2), (3, 5), (2, 3), (1, 5)]"
"[K14a396(0,0)]","[(0, 1), (1, 2), (3, 5), (2, 3), (3, 7)]"
"[K14a398(0,0)]","[(0, 1), (1, 2), (3, 5), (22, 5)]"
"[K14a399(0,0)]","[(0, 1), (1, 2), (2, 3), (2, 3), (13, 5)]"
"[K14a400(0,0)]","[(0, 1), (1, 2), (1, 3), (2, 3), (13, 5)]"
"[K14a4010(0,0)]","[(0, 1), (2, 3), (2, 5), (9, 11)]"
"[K14a402(0,0)]","[(0, 1), (1, 2), (3, 5), (22, 9)]"
"[K14a403(0,0)]","[(0, 1), (1, 2), (3, 5), (6, 13)]"
"[K14a404(0,0)]","[(0, 1), (1, 2), (2, 3), (28, 5)]"
"[K14a405(0,0)]","[(0, 1), (1, 2), (3, 5), (1, 3), (8, 5)]"
"[K14a406(0,0)]","[(0, 1), (1, 2), (3, 5), (1, 3), (5, 7)]"
"[K14a407(0,0)]","[(0, 1), (1, 2), (3, 5), (1, 3), (7, 5)]"
"[K14a408(0,0)]","[(0, 1), (1, 2), (2, 3), (1, 3), (13, 5)]"
"[K14a409(0,0)]","[(0, 1), (1, 2), (3, 5), (1, 3), (4, 5)]"
"[K14a410(0,0)]","[(0, 1), (1, 2), (3, 5), (1, 3), (4, 7)]"
"[K14a4126(0,0)]","[(0, 1), (1, 2), (2, 7), (9, 11)]"
"[K14a4135(0,0)]","[(0, 1), (1, 2), (2, 7), (2, 11)]"
"[K14a4137(0,0)]","[(0, 1), (1, 2), (2, 7), (11, 9)]"
"[K14a416(0,0)]","[(0, 1), (1, 2), (3, 5), (8, 7)]"
"[K14a417(0,0)]","[(0, 1), (1, 2), (3, 5), (16, 13)]"
"[K14a418(0,0)]","[(0, 1), (1, 2), (3, 5), (24, 17)]"
"[K14a4183(0,0)]","[(0, 1), (2, 3), (5, 7), (2, 9)]"
"[K14a4192(0,0)]","[(0, 1), (2, 3), (2, 7), (7, 9)]"
"[K14a420(0,0)]","[(0, 1), (1, 2), (3, 5), (16, 11)]"
"[K14a4213(0,0)]","[(0, 1), (2, 3), (1, 4), (2, 11)]"
"[K14a4219(0,0)]","[(0, 1), (2, 3), (3, 8), (2, 9)]"
"[K14a423(0,0)]","[(0, 1), (1, 2), (1, 3), (1, 5), (3, 5)]"
"[K14a424(0,0)]","[(0, 1), (1, 2), (1, 3), (3, 7), (3, 5)]"
"[K14a425(0,0)]","[(0, 1), (1, 2), (3, 5), (16, 5)]"
"[K14a426(0,0)]","[(0, 1), (1, 2), (3, 5), (24, 7)]"
"[K14a4273(0,0)]","[(0, 1), (2, 3), (1, 4), (13, 21)]"
"[K14a4274(0,0)]","[(0, 1), (2, 3), (3, 4), (13, 21)]"
"[K14a4275(0,0)]","[(0, 1), (2, 3), (1, 4), (5, 17)]"
"[K14a4277(0,0)]","[(0, 1), (2, 3), (3, 4), (5, 17)]"
"[K14a428(0,0)]","[(0, 1), (1, 2), (3, 5), (1, 3), (1, 5)]"
"[K14a4280(0,0)]","[(0, 1), (2, 3), (3, 4), (16, 9)]"
"[K14a4281(0,0)]","[(0, 1), (2, 3), (3, 4), (12, 17)]"
"[K14a4282(0,0)]","[(0, 1), (2, 3), (3, 4), (12, 19)]"
"[K14a4283(0,0)]","[(0, 1), (2, 3), (1, 4), (11, 19)]"
"[K14a4284(0,0)]","[(0, 1), (2, 3), (3, 4), (11, 19)]"
"[K14a4285(0,0)]","[(0, 1), (2, 3), (1, 4), (9, 13)]"
"[K14a4286(0,0)]","[(0, 1), (2, 3), (1, 4), (11, 15)]"
"[K14a4287(0,0)]","[(0, 1), (2, 3), (3, 4), (9, 13)]"
"[K14a4288(0,0)]","[(0, 1), (2, 3), (3, 4), (11, 15)]"
"[K14a4289(0,0)]","[(0, 1), (2, 3), (1, 4), (7, 19)]"
"[K14a429(0,0)]","[(0, 1), (1, 2), (3, 5), (1, 3), (3, 7)]"
"[K14a4290(0,0)]","[(0, 1), (2, 3), (3, 4), (7, 19)]"
"[K14a430(0,0)]","[(0, 1), (1, 2), (1, 3), (1, 3), (13, 5)]"
"[K14a4300(0,0)]","[(0, 1), (2, 3), (3, 4), (8, 21)]"
"[K14a4301(0,0)]","[(0, 1), (2, 3), (3, 4), (4, 13)]"
"[K14a4302(0,0)]","[(0, 1), (2, 3), (3, 4), (4, 15)]"
"[K14a4303(0,0)]","[(0, 1), (2, 3), (5, 8), (8, 11)]"
"[K14a4304(0,0)]","[(0, 1), (2, 3), (5, 8), (8, 13)]"
"[K14a4305(0,0)]","[(0, 1), (2, 3), (1, 4), (19, 11)]"
"[K14a4306(0,0)]","[(0, 1), (2, 3), (1, 4), (21, 13)]"
"[K14a4307(0,0)]","[(0, 1), (2, 3), (3, 4), (19, 11)]"
"[K14a4308(0,0)]","[(0, 1), (2, 3), (3, 4), (21, 13)]"
"[K14a4309(0,0)]","[(0, 1), (2, 3), (3, 8), (3, 11)]"
"[K14a431(0,0)]","[(0, 1), (1, 2), (1, 3), (28, 5)]"
"[K14a4310(0,0)]","[(0, 1), (2, 3), (3, 8), (7, 11)]"
"[K14a4311(0,0)]","[(0, 1), (2, 3), (5, 8), (3, 11)]"
"[K14a4312(0,0)]","[(0, 1), (2, 3), (5, 8), (7, 11)]"
"[K14a4313(0,0)]","[(0, 1), (2, 3), (3, 8), (5, 13)]"
"[K14a4314(0,0)]","[(0, 1), (2, 3), (5, 8), (5, 13)]"
"[K14a4319(0,0)]","[(0, 1), (2, 3), (5, 8), (12, 7)]"
"[K14a4320(0,0)]","[(0, 1), (2, 3), (1, 4), (19, 7)]"
"[K14a4321(0,0)]","[(0, 1), (2, 3), (3, 4), (19, 7)]"
"[K14a4322(0,0)]","[(0, 1), (2, 3), (3, 8), (5, 9)]"
"[K14a4323(0,0)]","[(0, 1), (2, 3), (5, 8), (5, 9)]"
"[K14a4325(0,0)]","[(0, 1), (2, 3), (3, 4), (16, 7)]"
"[K14a4329(0,0)]","[(0, 1), (2, 3), (3, 4), (8, 19)]"
"[K14a4333(0,0)]","[(0, 1), (2, 3), (5, 8), (4, 11)]"
"[K14a4334(0,0)]","[(0, 1), (2, 3), (1, 4), (15, 11)]"
"[K14a4335(0,0)]","[(0, 1), (2, 3), (3, 4), (15, 11)]"
"[K14a4336(0,0)]","[(0, 1), (2, 3), (3, 5), (2, 3), (1, 4)]"
"[K14a4337(0,0)]","[(0, 1), (2, 3), (3, 5), (2, 3), (3, 4)]"
"[K14a4338(0,0)]","[(0, 1), (2, 3), (3, 8), (9, 5)]"
"[K14a4339(0,0)]","[(0, 1), (2, 3), (3, 8), (11, 7)]"
"[K14a4340(0,0)]","[(0, 1), (2, 3), (5, 8), (9, 5)]"
"[K14a4341(0,0)]","[(0, 1), (2, 3), (5, 8), (11, 7)]"
"[K14a4343(0,0)]","[(0, 1), (2, 3), (2, 5), (2, 3), (3, 4)]"
"[K14a4345(0,0)]","[(0, 1), (2, 3), (2, 5), (1, 3), (1, 4)]"
"[K14a4346(0,0)]","[(0, 1), (2, 3), (2, 5), (1, 3), (3, 4)]"
"[K14a4347(0,0)]","[(0, 1), (2, 3), (2, 3), (2, 5), (3, 4)]"
"[K14a4348(0,0)]","[(0, 1), (2, 3), (2, 5), (21, 8)]"
"[K14a4349(0,0)]","[(0, 1), (2, 3), (2, 3), (2, 3), (5, 8)]"
"[K14a4350(0,0)]","[(0, 1), (2, 3), (2, 5), (13, 4)]"
"[K14a4351(0,0)]","[(0, 1), (2, 3), (2, 3), (2, 3), (5, 4)]"
"[K14a4352(0,0)]","[(0, 1), (2, 3), (2, 5), (15, 4)]"
"[K14a4353(0,0)]","[(0, 1), (2, 3), (2, 3), (2, 3), (7, 4)]"
"[K14a4354(0,0)]","[(0, 1), (2, 3), (2, 3), (1, 3), (3, 8)]"
"[K14a4355(0,0)]","[(0, 1), (2, 3), (2, 3), (1, 3), (5, 8)]"
"[K14a4357(0,0)]","[(0, 1), (2, 3), (5, 8), (4, 9)]"
"[K14a4358(0,0)]","[(0, 1), (2, 3), (1, 4), (13, 9)]"
"[K14a4359(0,0)]","[(0, 1), (2, 3), (3, 4), (13, 9)]"
"[K14a4360(0,0)]","[(0, 1), (2, 3), (2, 3), (27, 8)]"
"[K14a4361(0,0)]","[(0, 1), (2, 3), (2, 3), (29, 8)]"
"[K14a4362(0,0)]","[(0, 1), (2, 3), (1, 3), (2, 5), (1, 4)]"
"[K14a4363(0,0)]","[(0, 1), (2, 3), (1, 3), (2, 5), (3, 4)]"
"[K14a4364(0,0)]","[(0, 1), (2, 3), (1, 3), (2, 3), (3, 8)]"
"[K14a4365(0,0)]","[(0, 1), (2, 3), (1, 3), (2, 3), (5, 8)]"
"[K14a4370(0,0)]","[(0, 1), (2, 5), (1, 4), (7, 9)]"
"[K14a4372(0,0)]","[(0, 1), (2, 5), (3, 4), (7, 9)]"
"[K14a4377(0,0)]","[(0, 1), (2, 5), (3, 8), (5, 7)]"
"[K14a4378(0,0)]","[(0, 1), (2, 5), (5, 8), (5, 7)]"
"[K14a4382(0,0)]","[(0, 1), (2, 5), (3, 4), (2, 9)]"
"[K14a4384(0,0)]","[(0, 1), (2, 5), (1, 4), (9, 7)]"
"[K14a4386(0,0)]","[(0, 1), (2, 5), (3, 4), (9, 7)]"
"[K14a4392(0,0)]","[(0, 1), (2, 5), (2, 5), (11, 8)]"
"[K14a4393(0,0)]","[(0, 1), (2, 5), (2, 5), (13, 8)]"
"[K14a4473(0,0)]","[(0, 1), (2, 3), (4, 5), (7, 12)]"
"[K14a4474(0,0)]","[(0, 1), (2, 3), (4, 7), (7, 12)]"
"[K14a4476(0,0)]","[(0, 1), (2, 3), (1, 5), (5, 12)]"
"[K14a4477(0,0)]","[(0, 1), (2, 3), (3, 7), (5, 12)]"
"[K14a4478(0,0)]","[(0, 1), (2, 3), (1, 5), (7, 12)]"
"[K14a4479(0,0)]","[(0, 1), (2, 3), (3, 7), (7, 12)]"
"[K14a4491(0,0)]","[(0, 1), (2, 3), (2, 3), (31, 12)]"
"[K14a4494(0,0)]","[(0, 1), (2, 3), (1, 3), (25, 16)]"
"[K14a4496(0,0)]","[(0, 1), (2, 3), (1, 3), (29, 12)]"
"[K14a4497(0,0)]","[(0, 1), (2, 3), (1, 3), (31, 12)]"
"[K14a4513(0,0)]","[(0, 1), (1, 2), (1, 3), (17, 31)]"
"[K14a4531(0,0)]","[(0, 1), (2, 5), (2, 5), (7, 12)]"
"[K14a4535(0,0)]","[(0, 1), (1, 3), (2, 5), (7, 16)]"
"[K14a4536(0,0)]","[(0, 1), (1, 3), (2, 5), (9, 16)]"
"[K14a4539(0,0)]","[(0, 1), (1, 2), (1, 3), (17, 39)]"
"[K14a4540(0,0)]","[(0, 1), (1, 2), (1, 3), (22, 39)]"
"[K14a4683(0,0)]","[(0, 1), (2, 3), (2, 7), (3, 11)]"
"[K14a4688(0,0)]","[(0, 1), (2, 5), (2, 5), (3, 11)]"
"[K14a469(0,0)]","[(0, 1), (1, 2), (2, 3), (13, 15)]"
"[K14a4707(0,0)]","[(0, 1), (1, 2), (1, 3), (46, 29)]"
"[K14a4796(0,0)]","[(0, 1), (3, 5), (2, 7), (2, 7)]"
"[K14a4839(0,0)]","[(0, 1), (2, 5), (5, 7), (2, 7)]"
"[K14a4972(0,0)]","[(0, 1), (1, 2), (2, 7), (5, 17)]"
"[K14a4974(0,0)]","[(0, 1), (1, 2), (2, 7), (12, 17)]"
"[K14a4975(0,0)]","[(0, 1), (1, 2), (2, 7), (9, 13)]"
"[K14a4976(0,0)]","[(0, 1), (1, 2), (2, 7), (11, 15)]"
"[K14a4982(0,0)]","[(0, 1), (1, 2), (2, 7), (4, 13)]"
"[K14a4983(0,0)]","[(0, 1), (1, 2), (2, 7), (4, 15)]"
"[K14a4988(0,0)]","[(0, 1), (1, 2), (2, 7), (16, 7)]"
"[K14a4991(0,0)]","[(0, 1), (1, 2), (2, 7), (8, 19)]"
"[K14a4993(0,0)]","[(0, 1), (1, 2), (2, 7), (15, 11)]"
"[K14a4995(0,0)]","[(0, 1), (1, 2), (1, 3), (2, 5), (2, 7)]"
"[K14a4997(0,0)]","[(0, 1), (1, 2), (2, 7), (13, 9)]"
"[K14a5049(0,0)]","[(0, 1), (2, 3), (2, 7), (5, 12)]"
"[K14a5060(0,0)]","[(0, 1), (2, 3), (2, 5), (7, 16)]"
"[K14a5072(0,0)]","[(0, 1), (1, 2), (2, 9), (2, 9)]"
"[K14a5111(0,0)]","[(0, 1), (2, 3), (1, 4), (16, 9)]"
"[K14a5112(0,0)]","[(0, 1), (2, 3), (1, 4), (12, 17)]"
"[K14a5113(0,0)]","[(0, 1), (2, 3), (1, 4), (12, 19)]"
"[K14a5120(0,0)]","[(0, 1), (2, 3), (1, 4), (8, 21)]"
"[K14a5121(0,0)]","[(0, 1), (2, 3), (1, 4), (4, 13)]"
"[K14a5122(0,0)]","[(0, 1), (2, 3), (1, 4), (4, 15)]"
"[K14a5123(0,0)]","[(0, 1), (2, 3), (3, 8), (8, 11)]"
"[K14a5124(0,0)]","[(0, 1), (2, 3), (3, 8), (8, 13)]"
"[K14a5129(0,0)]","[(0, 1), (2, 3), (3, 8), (12, 7)]"
"[K14a5131(0,0)]","[(0, 1), (2, 3), (1, 4), (16, 7)]"
"[K14a5135(0,0)]","[(0, 1), (2, 3), (1, 4), (8, 19)]"
"[K14a5137(0,0)]","[(0, 1), (2, 3), (3, 8), (4, 11)]"
"[K14a5139(0,0)]","[(0, 1), (2, 3), (2, 5), (2, 3), (1, 4)]"
"[K14a5141(0,0)]","[(0, 1), (2, 3), (2, 3), (2, 5), (1, 4)]"
"[K14a5142(0,0)]","[(0, 1), (2, 3), (2, 5), (19, 8)]"
"[K14a5143(0,0)]","[(0, 1), (2, 3), (2, 3), (2, 3), (3, 8)]"
"[K14a5145(0,0)]","[(0, 1), (2, 3), (3, 8), (4, 9)]"
"[K14a5157(0,0)]","[(0, 1), (2, 5), (1, 4), (2, 9)]"
"[K14a5159(0,0)]","[(0, 1), (2, 5), (3, 8), (2, 7)]"
"[K14a5203(0,0)]","[(0, 1), (2, 3), (3, 4), (14, 11)]"
"[K14a5204(0,0)]","[(0, 1), (2, 3), (3, 4), (18, 11)]"
"[K14a5205(0,0)]","[(0, 1), (2, 3), (3, 4), (6, 7)]"
"[K14a5206(0,0)]","[(0, 1), (2, 3), (3, 4), (10, 13)]"
"[K14a5207(0,0)]","[(0, 1), (2, 3), (3, 4), (10, 17)]"
"[K14a5208(0,0)]","[(0, 1), (2, 3), (1, 4), (1, 7)]"
"[K14a5209(0,0)]","[(0, 1), (2, 3), (1, 4), (3, 13)]"
"[K14a5210(0,0)]","[(0, 1), (2, 3), (1, 4), (7, 17)]"
"[K14a5211(0,0)]","[(0, 1), (2, 3), (3, 4), (1, 7)]"
"[K14a5212(0,0)]","[(0, 1), (2, 3), (3, 4), (3, 13)]"
"[K14a5213(0,0)]","[(0, 1), (2, 3), (3, 4), (7, 17)]"
"[K14a5214(0,0)]","[(0, 1), (2, 3), (3, 4), (18, 13)]"
"[K14a5217(0,0)]","[(0, 1), (2, 3), (3, 4), (14, 9)]"
"[K14a5218(0,0)]","[(0, 1), (2, 3), (3, 4), (6, 11)]"
"[K14a5219(0,0)]","[(0, 1), (2, 3), (1, 4), (5, 11)]"
"[K14a5220(0,0)]","[(0, 1), (2, 3), (3, 4), (5, 11)]"
"[K14a5225(0,0)]","[(0, 1), (2, 3), (3, 5), (1, 3), (3, 4)]"
"[K14a5226(0,0)]","[(0, 1), (2, 3), (3, 4), (14, 5)]"
"[K14a5227(0,0)]","[(0, 1), (2, 3), (3, 4), (18, 7)]"
"[K14a5228(0,0)]","[(0, 1), (2, 3), (5, 8), (6, 5)]"
"[K14a5229(0,0)]","[(0, 1), (2, 3), (5, 8), (10, 7)]"
"[K14a5230(0,0)]","[(0, 1), (2, 3), (1, 4), (11, 5)]"
"[K14a5231(0,0)]","[(0, 1), (2, 3), (1, 4), (17, 7)]"
"[K14a5232(0,0)]","[(0, 1), (2, 3), (3, 4), (11, 5)]"
"[K14a5233(0,0)]","[(0, 1), (2, 3), (3, 4), (17, 7)]"
