Name,Unknotting,Genus,Bridge,Nakanishi,Tunnel,Symmetry type,Symmetry group,Montesinos?,Montesinos fractions
12a_61,1,4,3,1,2,chiral,1,N,['n/a']
12a_62,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '11/9']"
12a_63,2,4,3,1,2,chiral,1,N,['n/a']
12a_64,[2; 3],3,3,1,2,chiral,Z2,N,['n/a']
12a_65,[2; 3],4,3,1,2,chiral,1,N,['n/a']
12a_66,2,4,3,1,2,chiral,1,N,['n/a']
12a_67,2,4,3,1,2,chiral,1,N,['n/a']
12a_68,2,3,3,1,2,chiral,1,N,['n/a']
12a_69,2,4,3,1,2,chiral,1,N,['n/a']
12a_70,2,4,3,1,2,chiral,1,N,['n/a']
12a_71,2,4,3,1,2,chiral,1,N,['n/a']
12a_72,2,3,3,1,2,chiral,1,N,['n/a']
12a_73,1,3,3,1,2,chiral,1,N,['n/a']
12a_74,2,4,3,"[1, 2]",2,reversible,D1,N,['n/a']
12a_75,[2; 3],3,3,1,2,chiral,1,N,['n/a']
12a_76,2,2,3,1,2,chiral,1,N,['n/a']
12a_77,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '13/21']"
12a_78,[2; 3],4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '5/17']"
12a_79,2,4,3,1,2,reversible,D1,N,['n/a']
12a_80,1,4,3,1,2,chiral,1,N,['n/a']
12a_81,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '16/9']"
12a_82,3,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '12/17']"
12a_83,2,3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '2/3', '12/19']"
12a_84,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '11/19']"
12a_85,[2; 3],4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '9/13']"
12a_86,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '11/15']"
12a_87,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '7/19']"
12a_88,2,4,3,1,2,chiral,1,N,['n/a']
12a_89,[2; 3],3,3,1,2,chiral,1,N,['n/a']
12a_90,2,4,3,1,2,chiral,1,N,['n/a']
12a_91,2,4,3,1,2,chiral,1,N,['n/a']
12a_92,2,4,3,1,2,chiral,1,N,['n/a']
12a_93,4,4,3,1,2,chiral,1,N,['n/a']
12a_94,[3; 4],3,3,1,2,chiral,1,N,['n/a']
12a_95,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '8/21']"
12a_96,3,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '4/13']"
12a_97,[2; 3],2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '4/15']"
12a_98,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '19/11']"
12a_99,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '21/13']"
12a_100,2,3,3,2,2,chiral,1,N,['n/a']
12a_101,2,4,3,1,2,chiral,1,N,['n/a']
12a_102,[3; 4],3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_103,[2; 3],3,3,1,2,reversible,D1,N,['n/a']
12a_104,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '19/7']"
12a_105,3,4,3,1,2,chiral,1,N,['n/a']
12a_106,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '16/7']"
12a_107,[3; 4],3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_108,2,4,3,1,2,chiral,1,N,['n/a']
12a_109,2,3,3,1,2,chiral,1,N,['n/a']
12a_110,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '8/19']"
12a_111,2,4,3,1,2,chiral,1,N,['n/a']
12a_112,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '15/11']"
12a_113,2,4,4,2,2,reversible,D2,Y,"['1/2', '2/3', '3/5', '2/3']"
12a_114,[2; 3],3,4,2,2,reversible,D2,Y,"['1/2', '2/3', '2/5', '2/3']"
12a_115,2,4,3,1,2,chiral,1,N,['n/a']
12a_116,2,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '2/5', '1/3']"
12a_117,[2; 3],3,4,2,2,reversible,D1,Y,"['1/2', '2/3', '2/3', '2/5']"
12a_118,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '17/5']"
12a_119,2,4,4,2,2,reversible,D2,Y,"['1/2', '2/3', '2/3', '5/3']"
12a_120,2,4,3,1,2,chiral,1,N,['n/a']
12a_121,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '13/9']"
12a_122,2,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '1/3', '2/5']"
12a_123,2,4,3,1,2,chiral,1,N,['n/a']
12a_124,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '7/9']"
12a_125,[2; 3],3,3,1,2,negative amphicheiral,D1,N,['n/a']
12a_126,2,4,3,1,2,chiral,1,N,['n/a']
12a_127,[2; 3],3,3,1,2,chiral,1,N,['n/a']
12a_128,2,2,3,1,1,reversible,D1,Y,"['1/2', '2/5', '2/9']"
12a_129,2,4,3,1,2,chiral,1,N,['n/a']
12a_130,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '9/7']"
12a_131,2,4,3,1,2,chiral,1,N,['n/a']
12a_132,2,4,3,1,2,chiral,1,N,['n/a']
12a_133,2,4,3,1,2,chiral,1,N,['n/a']
12a_134,2,4,3,1,2,chiral,1,N,['n/a']
12a_135,2,3,3,1,2,chiral,1,N,['n/a']
12a_136,2,4,3,1,2,chiral,1,N,['n/a']
12a_137,2,4,3,1,2,chiral,1,N,['n/a']
12a_138,1,4,3,1,2,chiral,1,N,['n/a']
12a_139,2,4,3,1,2,chiral,1,N,['n/a']
12a_140,2,3,3,1,2,chiral,1,N,['n/a']
12a_141,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '14/11']"
12a_142,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '18/11']"
12a_143,4,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '6/7']"
12a_144,[3; 4],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '10/13']"
12a_145,[3; 4],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '10/17']"
12a_146,[3; 4],5,3,1,1,reversible,D1,Y,"['1/2', '2/3', '1/7']"
12a_147,[2; 3; 4],4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '3/13']"
12a_148,[2; 3; 4],4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '7/17']"
12a_149,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '18/13']"
12a_150,[2; 3; 4],3,3,"[1, 2]",2,reversible,D1,N,['n/a']
12a_151,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '14/9']"
12a_152,[2; 3],2,3,1,1,reversible,D1,Y,"['1/2', '2/3', '6/11']"
12a_153,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '5/11']"
12a_154,2,3,3,1,2,chiral,1,N,['n/a']
12a_155,2,3,3,1,2,chiral,1,N,['n/a']
12a_156,[2; 3; 4],2,3,"[1, 2]",2,reversible,D1,N,['n/a']
12a_157,2,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '3/5', '1/3']"
12a_158,3,4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '14/5']"
12a_159,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '18/7']"
12a_160,[2; 3; 4],4,3,1,1,reversible,D1,Y,"['1/2', '2/3', '11/5']"
12a_161,[2; 3],3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '2/3', '17/7']"
12a_162,2,3,3,1,2,chiral,1,N,['n/a']
12a_163,2,3,3,1,2,chiral,1,N,['n/a']
12a_164,2,4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '2/3', '4/3']"
12a_165,2,3,3,1,1,reversible,D2,Y,"['1/2', '2/3', '14/3']"
12a_166,2,4,4,2,2,reversible,D2,Y,"['1/2', '2/3', '1/3', '5/3']"
12a_167,[2; 3; 4],4,4,2,2,reversible,D1,Y,"['1/2', '2/3', '1/3', '4/3']"
12a_168,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '2/3', '13/3']"
12a_169,2,2,2,1,1,reversible,D2,N,['n/a']
12a_170,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '8/11']"
12a_171,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '8/13']"
12a_172,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/5', '3/11']"
12a_173,1,4,3,1,1,reversible,D1,Y,"['1/2', '2/5', '7/11']"
12a_174,1,4,3,1,1,reversible,D1,Y,"['1/2', '2/5', '5/13']"
12a_175,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '12/7']"
12a_176,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '5/9']"
12a_177,2,3,3,2,2,chiral,1,N,['n/a']
12a_178,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '4/11']"
12a_179,2,4,3,1,1,reversible,D1,Y,"['1/2', '2/5', '9/5']"
12a_180,1,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '11/7']"
12a_181,[2; 3],3,3,1,1,reversible,D2,Y,"['1/2', '2/5', '12/5']"
12a_182,2,4,4,2,2,reversible,D1,Y,"['1/2', '1/3', '2/3', '2/5']"
12a_183,[2; 3],2,3,1,1,reversible,D1,Y,"['1/2', '2/5', '4/9']"
12a_184,1,4,3,1,2,chiral,1,N,['n/a']
12a_185,2,4,3,1,2,chiral,1,N,['n/a']
12a_186,[2; 3],4,3,1,2,chiral,1,N,['n/a']
12a_187,2,3,3,1,2,chiral,1,N,['n/a']
12a_188,2,4,3,1,2,chiral,1,N,['n/a']
12a_189,2,4,3,1,2,chiral,1,N,['n/a']
12a_190,2,4,3,1,2,chiral,1,N,['n/a']
12a_191,1,4,3,1,2,chiral,1,N,['n/a']
12a_192,2,3,3,1,2,chiral,1,N,['n/a']
12a_193,[2; 3],4,3,1,1,reversible,D1,Y,"['1/2', '2/5', '6/5']"
12a_194,2,3,3,1,1,reversible,D1,Y,"['1/2', '2/5', '10/7']"
12a_195,[2; 3],4,4,2,2,reversible,D1,Y,"['1/2', '1/3', '1/3', '2/5']"
12a_196,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '17/5']"
12a_197,2,2,2,1,1,reversible,D2,N,['n/a']
12a_198,2,3,3,1,2,chiral,1,N,['n/a']
12a_199,[2; 3],3,3,"[1, 2]",2,reversible,D1,N,['n/a']
12a_200,2,4,3,1,2,chiral,1,N,['n/a']
12a_201,2,3,3,1,2,chiral,1,N,['n/a']
12a_202,1,4,3,1,2,chiral,1,N,['n/a']
12a_203,2,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '13/21']"
12a_204,2,3,2,1,1,reversible,D2,N,['n/a']
12a_205,3,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '14/11']"
12a_206,2,3,2,1,1,reversible,D2,N,['n/a']
12a_207,2,4,3,1,2,reversible,D1,N,['n/a']
12a_208,1,3,3,1,2,reversible,D2,Y,"['2/3', '2/3', '9/7']"
12a_209,1,4,3,1,2,reversible,D1,N,['n/a']
12a_210,2,3,3,1,1,reversible,D2,Y,"['1/2', '5/7', '5/7']"
12a_211,[2; 3],4,3,1,2,chiral,1,N,['n/a']
12a_212,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '5/7', '2/7']"
12a_213,2,4,3,1,2,chiral,1,N,['n/a']
12a_214,1,4,3,1,2,chiral,1,N,['n/a']
12a_215,2,4,3,2,2,reversible,D2,Y,"['3/5', '3/5', '3/4']"
12a_216,2,4,3,2,2,reversible,D1,Y,"['3/5', '2/5', '1/4']"
12a_217,1,4,3,1,2,reversible,D1,Y,"['2/3', '3/5', '3/8']"
12a_218,2,3,3,2,2,reversible,D1,Y,"['3/5', '2/5', '3/4']"
12a_219,2,4,3,1,2,reversible,D1,Y,"['2/3', '3/5', '7/4']"
12a_220,1,4,3,1,2,reversible,D1,Y,"['1/3', '3/5', '5/8']"
12a_221,2,3,2,1,1,reversible,D2,N,['n/a']
12a_222,2,4,3,1,2,chiral,1,N,['n/a']
12a_223,2,3,3,1,2,reversible,D1,N,['n/a']
12a_224,2,4,3,1,2,chiral,1,N,['n/a']
12a_225,2,4,3,1,2,reversible,D1,Y,"['2/3', '3/5', '5/8']"
12a_226,2,3,2,1,1,reversible,D2,N,['n/a']
12a_227,2,3,3,1,2,chiral,1,N,['n/a']
12a_228,2,4,3,1,2,chiral,1,N,['n/a']
12a_229,2,3,3,1,2,reversible,D2,Y,"['2/3', '2/3', '5/13']"
12a_230,2,3,3,"[1, 2]",2,reversible,D1,N,['n/a']
12a_231,[2; 3],3,3,1,2,reversible,D1,N,['n/a']
12a_232,2,3,3,1,2,reversible,D2,Y,"['2/3', '2/5', '7/5']"
12a_233,2,4,3,1,2,chiral,1,N,['n/a']
12a_234,2,4,3,1,1,reversible,D1,Y,"['1/2', '5/7', '4/5']"
12a_235,2,3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '5/7', '4/7']"
12a_236,3,4,3,1,1,reversible,D1,Y,"['1/2', '5/7', '1/5']"
12a_237,2,3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '5/7', '3/7']"
12a_238,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '19/7']"
12a_239,2,2,2,1,1,reversible,D2,N,['n/a']
12a_240,[2; 3],4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '18/13']"
12a_241,2,3,2,1,1,reversible,D2,N,['n/a']
12a_242,2,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '21/13']"
12a_243,2,3,2,1,1,reversible,D2,N,['n/a']
12a_244,[2; 3],3,3,2,2,reversible,D1,N,['n/a']
12a_245,2,4,3,2,2,reversible,D1,N,['n/a']
12a_246,2,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '8/21']"
12a_247,2,3,2,1,1,reversible,D2,N,['n/a']
12a_248,2,3,3,2,2,reversible,D2,Y,"['3/5', '3/5', '1/4']"
12a_249,2,3,3,2,2,reversible,D1,Y,"['2/3', '3/5', '5/4']"
12a_250,2,4,3,1,2,reversible,D1,Y,"['1/3', '3/5', '3/8']"
12a_251,2,3,2,1,1,reversible,D2,N,['n/a']
12a_252,3,4,3,1,2,reversible,D1,Y,"['1/3', '3/5', '5/4']"
12a_253,2,3,3,2,2,reversible,D1,Y,"['1/3', '3/5', '7/4']"
12a_254,[2; 3],3,2,1,1,reversible,D2,N,['n/a']
12a_255,2,2,2,1,1,reversible,D2,N,['n/a']
12a_256,1,3,3,1,2,chiral,1,N,['n/a']
12a_257,2,3,2,1,1,reversible,D2,N,['n/a']
12a_258,2,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '19/11']"
12a_259,2,3,2,"[1, 2]",1,reversible,D2,N,['n/a']
12a_260,2,4,3,1,2,reversible,D1,N,['n/a']
12a_261,1,4,3,1,2,chiral,1,N,['n/a']
12a_262,2,4,3,1,2,chiral,1,N,['n/a']
12a_263,2,3,3,1,2,reversible,D1,Y,"['2/3', '2/5', '5/8']"
12a_264,2,4,3,1,2,reversible,D1,N,['n/a']
12a_265,2,4,3,2,2,reversible,D1,N,['n/a']
12a_266,2,4,3,1,2,chiral,1,N,['n/a']
12a_267,2,3,3,1,2,chiral,1,N,['n/a']
12a_268,2,4,3,1,2,negative amphicheiral,D1,N,['n/a']
12a_269,[2; 3],3,3,1,2,chiral,1,N,['n/a']
12a_270,2,2,3,2,2,chiral,Z2,Y,"['2/3', '1/3', '2/9']"
12a_271,2,4,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_272,1,3,3,1,2,chiral,Z2,Y,"['2/3', '3/5', '2/7']"
12a_273,2,3,3,1,2,negative amphicheiral,D1,N,['n/a']
12a_274,2,4,3,1,2,reversible,D1,Y,"['2/3', '1/4', '5/7']"
12a_275,2,3,3,"[1, 2]",2,reversible,D1,Y,"['2/3', '3/4', '5/7']"
12a_276,4,4,3,1,2,chiral,1,N,['n/a']
12a_277,3,3,3,1,2,reversible,D1,Y,"['2/3', '3/4', '2/7']"
12a_278,2,4,3,1,2,reversible,D1,Y,"['2/3', '2/5', '5/4']"
12a_279,2,3,3,2,2,reversible,D1,Y,"['2/3', '2/5', '7/4']"
12a_280,1,4,3,1,2,reversible,D2,Y,"['2/3', '2/3', '11/8']"
12a_281,2,4,3,1,2,reversible,D2,Y,"['2/3', '2/3', '13/8']"
12a_282,1,4,3,1,2,chiral,1,N,['n/a']
12a_283,2,4,3,1,2,chiral,1,N,['n/a']
12a_284,2,4,3,1,2,chiral,1,N,['n/a']
12a_285,2,4,3,1,2,chiral,1,N,['n/a']
12a_286,2,3,3,1,2,chiral,1,N,['n/a']
12a_287,1,4,3,1,2,chiral,1,N,['n/a']
12a_288,2,4,3,1,2,chiral,1,N,['n/a']
12a_289,[2; 3],3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_290,1,4,3,1,2,chiral,1,N,['n/a']
12a_291,2,3,3,2,2,chiral,1,N,['n/a']
12a_292,2,4,3,1,2,chiral,1,N,['n/a']
12a_293,3,3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_294,[2; 3],4,3,1,2,chiral,1,N,['n/a']
12a_295,3,3,3,2,2,reversible,D2,Y,"['2/3', '2/3', '7/12']"
12a_296,2,3,3,1,2,chiral,1,N,['n/a']
12a_297,[2; 3],4,3,2,2,reversible,D1,Y,"['2/3', '1/3', '5/12']"
12a_298,2,4,3,2,2,reversible,D1,Y,"['2/3', '1/3', '7/12']"
12a_299,2,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '11/19']"
12a_300,1,3,2,1,1,reversible,D2,N,['n/a']
12a_301,1,3,3,1,2,chiral,1,N,['n/a']
12a_302,[2; 3],3,2,1,1,reversible,D2,N,['n/a']
12a_303,1,3,2,1,1,reversible,D2,N,['n/a']
12a_304,[2; 3],4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '7/19']"
12a_305,2,4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '12/19']"
12a_306,2,3,2,1,1,reversible,D2,N,['n/a']
12a_307,2,3,2,"[1, 2]",1,reversible,D2,N,['n/a']
12a_308,1,3,3,1,2,chiral,1,N,['n/a']
12a_309,1,3,3,1,2,chiral,1,N,['n/a']
12a_310,1,4,3,1,2,chiral,1,N,['n/a']
12a_311,3,3,3,2,2,reversible,D1,N,['n/a']
12a_312,2,2,3,2,2,reversible,D1,N,['n/a']
12a_313,2,3,3,1,2,chiral,1,N,['n/a']
12a_314,2,3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_315,[2; 3],3,3,1,2,chiral,1,N,['n/a']
12a_316,1,4,3,1,2,chiral,1,N,['n/a']
12a_317,2,3,3,1,2,chiral,1,N,['n/a']
12a_318,2,4,3,1,2,chiral,1,N,['n/a']
12a_319,[3; 4],3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_320,[2; 3],2,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_321,3,4,3,1,2,chiral,1,N,['n/a']
12a_322,2,3,3,1,2,chiral,1,N,['n/a']
12a_323,2,4,3,1,2,reversible,D1,N,['n/a']
12a_324,2,4,3,1,2,chiral,1,N,['n/a']
12a_325,2,4,3,1,2,chiral,1,N,['n/a']
12a_326,2,3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_327,3,3,3,2,2,reversible,D2,Y,"['3/5', '2/5', '2/5']"
12a_328,2,4,3,1,2,chiral,1,N,['n/a']
12a_329,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '16/9']"
12a_330,2,2,2,1,1,reversible,D2,N,['n/a']
12a_331,[2; 3],4,3,"[1, 2]",2,reversible,D1,N,['n/a']
12a_332,2,3,3,2,2,reversible,D2,Y,"['2/3', '2/3', '7/9']"
12a_333,2,4,3,1,2,chiral,1,N,['n/a']
12a_334,2,4,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_335,2,4,3,1,2,chiral,1,N,['n/a']
12a_336,2,3,3,1,2,chiral,1,N,['n/a']
12a_337,2,3,3,1,2,chiral,1,N,['n/a']
12a_338,2,3,3,1,2,chiral,Z2,Y,"['2/3', '2/5', '5/7']"
12a_339,2,2,3,1,2,chiral,1,N,['n/a']
12a_340,1,3,3,1,2,chiral,1,N,['n/a']
12a_341,2,4,3,1,2,negative amphicheiral,D1,N,['n/a']
12a_342,2,4,3,1,2,chiral,1,N,['n/a']
12a_343,2,3,3,1,2,chiral,1,N,['n/a']
12a_344,3,3,3,1,2,chiral,1,N,['n/a']
12a_345,2,2,3,1,1,reversible,D2,Y,"['1/2', '2/7', '2/7']"
12a_346,1,4,3,"[1, 2]",2,reversible,D1,N,['n/a']
12a_347,2,3,3,2,2,reversible,D1,N,['n/a']
12a_348,2,3,3,2,2,chiral,Z2,N,['n/a']
12a_349,2,4,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_350,[2; 3],3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_351,2,4,3,1,2,chiral,1,N,['n/a']
12a_352,2,4,3,1,2,chiral,1,N,['n/a']
12a_353,2,3,3,1,2,reversible,D1,N,['n/a']
12a_354,2,3,3,"[1, 2]",2,reversible,D1,N,['n/a']
12a_355,3,3,3,1,2,chiral,1,N,['n/a']
12a_356,2,2,3,1,2,reversible,D1,Y,"['2/3', '1/4', '2/7']"
12a_357,2,3,3,1,2,reversible,D1,Y,"['2/3', '2/5', '3/8']"
12a_358,1,4,3,1,2,reversible,D1,N,['n/a']
12a_359,1,4,3,1,2,reversible,D1,N,['n/a']
12a_360,1,3,3,1,2,chiral,1,N,['n/a']
12a_361,2,4,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_362,2,4,3,1,2,chiral,1,N,['n/a']
12a_363,2,4,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_364,2,4,3,1,2,chiral,1,N,['n/a']
12a_365,2,4,3,1,2,chiral,1,N,['n/a']
12a_366,2,3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_367,4,4,3,1,2,reversible,D1,Y,"['2/3', '3/4', '4/5']"
12a_368,[3; 4],3,3,1,2,reversible,D1,Y,"['2/3', '3/4', '4/7']"
12a_369,3,5,3,1,2,reversible,D1,Y,"['2/3', '1/4', '1/5']"
12a_370,[2; 3],4,3,1,2,reversible,D1,Y,"['2/3', '1/4', '3/7']"
12a_371,[2; 3],4,3,1,2,reversible,D1,Y,"['2/3', '3/4', '1/5']"
12a_372,[2; 3],3,3,"[1, 2]",2,reversible,D1,Y,"['2/3', '3/4', '3/7']"
12a_373,3,4,3,1,2,reversible,D2,Y,"['2/3', '2/3', '11/4']"
12a_374,1,4,3,1,2,reversible,D1,Y,"['2/3', '1/3', '13/8']"
12a_375,[2; 3],4,3,1,2,reversible,D1,Y,"['2/3', '1/3', '9/4']"
12a_376,[2; 3],3,3,2,2,reversible,D1,Y,"['2/3', '1/3', '11/4']"
12a_377,2,4,3,1,2,chiral,1,N,['n/a']
12a_378,2,3,2,1,1,reversible,D2,N,['n/a']
12a_379,[2; 3],3,2,1,1,reversible,D2,N,['n/a']
12a_380,[2; 3],2,2,1,1,reversible,D2,N,['n/a']
12a_381,[2; 3],3,3,2,2,reversible,D2,Y,"['2/5', '2/5', '3/4']"
12a_382,[2; 3],4,3,1,2,reversible,D1,Y,"['1/3', '2/5', '3/8']"
12a_383,2,4,3,1,2,reversible,D1,Y,"['1/3', '2/5', '5/8']"
12a_384,2,3,2,1,1,reversible,D2,N,['n/a']
12a_385,2,3,2,1,1,reversible,D2,N,['n/a']
12a_386,3,4,3,2,2,reversible,D1,N,['n/a']
12a_387,2,4,3,1,2,chiral,1,N,['n/a']
12a_388,1,4,3,1,2,chiral,1,N,['n/a']
12a_389,2,4,3,"[1, 2]",2,reversible,D1,N,['n/a']
12a_390,2,4,3,1,2,chiral,1,N,['n/a']
12a_391,[3; 4],3,3,"[1, 2]",2,reversible,D1,N,['n/a']
12a_392,[2; 3; 4],2,3,1,2,reversible,D1,N,['n/a']
12a_393,2,3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_394,2,4,3,1,2,chiral,1,N,['n/a']
12a_395,2,3,3,1,2,chiral,1,N,['n/a']
12a_396,2,4,3,2,2,reversible,D1,N,['n/a']
12a_397,2,3,3,1,2,reversible,D1,N,['n/a']
12a_398,2,4,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_399,2,3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_400,2,3,3,1,2,reversible,D1,N,['n/a']
12a_401,2,3,3,1,2,reversible,D2,Y,"['2/3', '2/3', '3/11']"
12a_402,2,4,3,1,2,chiral,1,N,['n/a']
12a_403,2,3,3,1,2,chiral,1,N,['n/a']
12a_404,2,3,3,1,2,chiral,1,N,['n/a']
12a_405,2,3,3,1,2,chiral,1,N,['n/a']
12a_406,2,3,2,1,1,reversible,D2,N,['n/a']
12a_407,1,3,3,1,2,chiral,1,N,['n/a']
12a_408,2,3,3,2,2,reversible,D1,N,['n/a']
12a_409,3,4,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_410,2,3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_411,2,4,3,1,2,chiral,1,N,['n/a']
12a_412,2,3,3,1,2,chiral,1,N,['n/a']
12a_413,2,4,3,2,2,reversible,D1,N,['n/a']
12a_414,[2; 3],2,3,1,2,reversible,D1,N,['n/a']
12a_415,1,4,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_416,2,4,3,1,2,chiral,1,N,['n/a']
12a_417,2,4,3,1,2,chiral,1,N,['n/a']
12a_418,2,4,3,1,2,chiral,1,N,['n/a']
12a_419,2,4,3,1,2,chiral,1,N,['n/a']
12a_420,3,3,3,1,1,reversible,D1,Y,"['1/2', '2/7', '4/5']"
12a_421,[2; 3],2,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '2/7', '4/7']"
12a_422,[2; 3; 4],4,3,1,1,reversible,D1,Y,"['1/2', '2/7', '1/5']"
12a_423,[2; 3],3,3,"[1, 2]",1,reversible,D1,Y,"['1/2', '2/7', '3/7']"
12a_424,[2; 3],3,3,1,1,reversible,D1,Y,"['1/2', '1/3', '16/7']"
12a_425,2,2,2,1,1,reversible,D2,N,['n/a']
12a_426,1,4,3,1,2,reversible,D2,N,['n/a']
12a_427,2,4,3,2,2,positive amphicheiral,Z2,N,['n/a']
12a_428,2,4,3,1,2,chiral,1,N,['n/a']
12a_429,2,3,3,2,2,chiral,1,N,['n/a']
12a_430,2,4,3,1,2,reversible,D1,N,['n/a']
12a_431,[3; 4],3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_432,3,3,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_433,3,3,3,2,2,reversible,D2,Y,"['2/3', '2/3', '5/12']"
12a_434,[2; 3],4,3,"[1, 2]",2,chiral,1,N,['n/a']
12a_435,2,4,3,2,2,fully amphicheiral,D4,N,['n/a']
12a_436,[2; 3],4,3,1,1,reversible,D1,Y,"['1/2', '1/3', '8/19']"
12a_437,2,3,2,1,1,reversible,D2,N,['n/a']
12a_438,2,4,3,1,2,reversible,D1,N,['n/a']
12a_439,1,4,3,1,2,chiral,1,N,['n/a']
12a_440,2,4,3,1,2,chiral,1,N,['n/a']
12a_441,2,3,3,1,2,chiral,1,N,['n/a']
12a_442,3,3,3,1,2,reversible,D1,Y,"['2/3', '1/4', '4/5']"
12a_443,[2; 3],2,3,1,2,reversible,D1,Y,"['2/3', '1/4', '4/7']"
12a_444,2,3,3,2,2,reversible,D2,Y,"['2/3', '2/3', '9/4']"
